sale_id,transaction_id,listing_price,sale_price,sale_date
1249,1249,6855219.49,6087426.25,2022-08-09
1250,1250,4147.02,3683.25,2024-04-07
1251,1251,5344816.73,4879833.53,2022-11-28
1252,1252,1936.02,1564.87,2023-08-24
1253,1253,8544470.25,7500063.21,2023-11-03
1254,1254,1495.65,1245.98,2024-04-19
1255,1255,2216.5,1808.9,2024-07-21
1256,1256,18046376.95,14708273.65,2023-09-28
1257,1257,5901.39,5145.2,2022-10-26
1258,1258,1842.36,1445.05,2024-06-19
1259,1259,2465.55,2461.72,2024-06-04
1260,1260,8945.19,7406.82,2024-06-01
1261,1261,12426.77,9977.43,2023-01-07
1262,1262,4477138.44,3760078.05,2024-05-08
1263,1263,1529.96,1265.55,2022-08-16
1264,1264,10153.36,9794.35,2023-05-18
1265,1265,9011665.69,7160063.89,2023-02-08
1266,1266,19592019.31,16261937.04,2024-07-07
1267,1267,4052.78,3723.4,2023-02-23
1268,1268,17805454.92,17589444.76,2022-08-08
1269,1269,3555.06,3388.68,2023-07-21
1270,1270,9748.31,8715.55,2024-02-04
1271,1271,20934801.54,19381095.51,2023-10-01
1272,1272,5624.16,5069.14,2024-03-03
1273,1273,19041519.46,17745695.74,2023-10-07
1274,1274,2270389.16,1788131.33,2023-01-14
1275,1275,13667478.97,12912086.79,2024-01-18
1276,1276,2610.28,2061.48,2023-08-21
1277,1277,2102448.29,1870573.12,2022-09-13
1278,1278,5145.51,4921.03,2023-08-22
1279,1279,2296534.01,2056312.62,2024-06-08
1280,1280,1196.64,1068.78,2022-09-30
1281,1281,1662.62,1393.44,2023-10-25
1282,1282,8664.1,6909.51,2023-05-26
1283,1283,2924627.84,2423694.42,2024-07-31
1284,1284,8180.2,7002.01,2024-04-16
1285,1285,19300835.47,17866415.87,2023-04-01
1286,1286,6807913.43,5692920.82,2024-03-01
1287,1287,21070435.34,18560601.79,2023-11-25
1288,1288,7163.91,6454.07,2022-10-16
1289,1289,2311193.09,1891338.82,2024-04-09
1290,1290,11760.14,9519.98,2024-07-11
1291,1291,3873.61,3851.24,2023-05-11
1292,1292,10570.51,9633.19,2024-02-04
1293,1293,2804.66,2616.86,2024-06-10
1294,1294,17956191.15,15943821.31,2023-09-15
1295,1295,2660.34,2567.17,2023-08-07
1296,1296,5218.27,4158.09,2023-10-02
1297,1297,17330559.66,15752947.63,2024-03-17
1298,1298,6350.27,5817.97,2022-08-15
1299,1299,5617.67,5438.85,2023-12-03
1300,1300,4704010.63,3826861.15,2023-06-18
1301,1301,2043.01,2002.22,2023-06-13
1302,1302,8192.54,8075.47,2023-01-17
1303,1303,11238.78,9713.12,2024-03-06
1304,1304,9472.51,7900.71,2023-12-11
1305,1305,21410660.88,17100944.56,2023-01-07
1306,1306,5741.26,4874.73,2023-07-21
1307,1307,7936168.05,7686692.1,2022-09-12
1308,1308,11092.74,8875.08,2024-07-17
1309,1309,10778205.9,9295920.14,2024-04-22
1310,1310,9142.49,8598.04,2023-06-15
1311,1311,11267.19,9958.36,2023-12-12
1312,1312,8285.94,7500.49,2024-03-02
1313,1313,9814.0,8311.45,2022-09-09
1314,1314,6300867.89,5739848.23,2023-12-02
1315,1315,7118.7,6103.16,2023-01-01
1316,1316,2896.77,2487.2,2022-12-20
1317,1317,18627032.21,15940089.55,2023-07-30
1318,1318,5630.34,4373.36,2023-07-21
1319,1319,3232.17,2547.11,2023-08-22
1320,1320,10405.98,8800.06,2023-08-25
1321,1321,3455.35,2919.92,2022-10-23
1322,1322,16109378.74,12860684.3,2023-08-23
1323,1323,1495.02,1476.01,2022-08-10
1324,1324,16934875.14,14369821.32,2022-09-23
1325,1325,7794.36,6890.07,2024-05-08
1326,1326,11764.59,9364.71,2023-05-19
1327,1327,17575724.14,13706631.98,2023-01-19
1328,1328,15091119.91,12634565.49,2024-07-10
1329,1329,968.44,964.38,2024-07-03
1330,1330,9918.63,8114.46,2022-08-18
1331,1331,8929.52,7180.56,2023-06-26
1332,1332,6579.78,6560.64,2022-09-18
1333,1333,6295950.62,5443692.07,2023-11-01
1334,1334,11370.26,9294.97,2024-07-24
1335,1335,7047.75,6100.85,2023-06-18
1336,1336,6451.72,5149.09,2023-03-23
1337,1337,8355309.48,7640933.79,2022-11-20
1338,1338,9985033.56,8911955.6,2024-03-13
1339,1339,3545.26,2954.33,2023-07-01
1340,1340,2985.7,2550.76,2023-12-06
1341,1341,4620.54,3631.46,2024-07-27
1342,1342,6329719.51,5979788.83,2022-09-16
1343,1343,2739.91,2137.78,2022-12-07
1344,1344,19088153.4,17137192.66,2023-10-30
1345,1345,7289.26,6199.29,2022-10-18
1346,1346,20598356.37,19566842.76,2022-10-22
1347,1347,7714.64,7159.31,2023-02-08
1348,1348,6490.89,5573.33,2023-12-20
1349,1349,9200.84,8670.24,2023-09-30
1350,1350,3688.89,3193.53,2024-01-12
1351,1351,5380.75,4399.86,2023-02-06
1352,1352,6511.24,5180.31,2024-01-31
1353,1353,6894635.76,6270264.15,2022-09-30
1354,1354,6025.75,5018.25,2022-11-16
1355,1355,23865714.61,19478504.18,2023-03-01
1356,1356,8147.0,7955.86,2023-09-02
1357,1357,8297.46,8044.7,2023-10-09
1358,1358,19234627.66,16609449.07,2022-11-22
1359,1359,4064727.67,3489855.82,2022-12-09
1360,1360,3339.9,3044.54,2023-05-01
1361,1361,12730927.24,11360873.49,2022-09-26
1362,1362,1353897.37,1336290.12,2022-10-23
1363,1363,7509.76,6729.16,2023-03-13
1364,1364,1000.17,880.28,2022-08-11
1365,1365,4039.74,3913.54,2022-10-16
1366,1366,4479447.98,3859068.34,2022-09-16
1367,1367,6810.38,5392.65,2023-10-22
1368,1368,18896974.06,18019134.04,2023-11-25
1369,1369,4666854.29,3974377.77,2022-09-17
1370,1370,9634.45,8584.66,2024-06-30
1371,1371,3042953.23,2443865.59,2023-01-20
1372,1372,12016.1,9370.3,2024-05-10
1373,1373,13157461.86,12105461.41,2023-02-15
1374,1374,5181.63,5167.17,2022-11-23
1375,1375,8212.25,6560.02,2024-04-05
1376,1376,3229623.68,2929537.17,2023-06-01
1377,1377,6306189.84,5277011.9,2024-04-12
1378,1378,8341.38,7800.47,2022-12-13
1379,1379,6438.19,5766.76,2023-05-06
1380,1380,3284.5,2910.55,2024-03-29
1381,1381,1220177.51,1071871.5,2022-10-05
1382,1382,2234.81,1817.27,2023-11-30
1383,1383,17517696.74,16700481.72,2022-09-20
1384,1384,6866872.45,5940975.48,2022-10-14
1385,1385,9193.01,7365.92,2024-03-04
1386,1386,3031832.82,3017631.77,2022-12-06
1387,1387,19822640.44,16317019.61,2023-01-23
1388,1388,1285.98,1225.11,2023-04-13
1389,1389,10625.17,8364.43,2023-03-01
1390,1390,16051173.9,13437143.66,2022-09-08
1391,1391,5972.09,4749.83,2023-08-31
1392,1392,4303.04,3765.3,2023-07-17
1393,1393,3382.82,2964.61,2023-04-15
1394,1394,3583.19,3271.31,2024-06-19
1395,1395,4823339.17,4186727.24,2024-04-06
1396,1396,18860650.98,15128594.29,2023-12-08
1397,1397,11915308.58,10840243.19,2022-12-22
1398,1398,5255.09,4730.3,2022-08-12
1399,1399,22330714.66,17448425.17,2023-12-31
1400,1400,1618075.48,1328858.9,2024-03-23
1401,1401,9630.77,9335.68,2023-06-13
1402,1402,7492679.27,7078191.62,2023-12-01
1403,1403,5812633.63,4567477.07,2024-04-14
1404,1404,2826.89,2718.16,2023-03-05
1405,1405,5586.65,5291.99,2023-05-13
1406,1406,7344.21,6261.08,2022-10-03
1407,1407,4695.35,4483.49,2023-11-26
1408,1408,5960.8,4627.64,2024-04-23
1409,1409,8996270.94,7931661.34,2022-08-07
1410,1410,9943.72,7709.57,2024-07-26
1411,1411,1452854.09,1310628.11,2023-08-31
1412,1412,21711566.33,19564081.02,2022-08-14
1413,1413,14788411.96,14550647.33,2023-10-19
1414,1414,1545910.67,1286717.12,2024-01-10
1415,1415,5195.42,4300.65,2022-08-05
1416,1416,6528.94,6284.57,2023-04-26
1417,1417,1636.55,1420.33,2024-07-06
1418,1418,4081347.9,4039735.29,2024-05-20
1419,1419,3900534.81,3777874.97,2023-08-25
1420,1420,7330006.25,6981823.87,2022-11-26
1421,1421,1650.08,1437.23,2024-05-21
1422,1422,2652866.79,2270453.44,2023-03-02
1423,1423,7453.57,7010.67,2023-12-13
1424,1424,9233.99,8682.99,2024-01-29
1425,1425,8135.51,6852.99,2023-09-30
1426,1426,15772326.06,14524222.11,2023-05-23
1427,1427,11534.92,9891.29,2022-09-25
1428,1428,1483643.3,1464624.92,2023-03-07
1429,1429,10766.93,8651.15,2023-06-13
1430,1430,5038.1,4898.68,2023-04-18
1431,1431,17978217.23,14565569.35,2023-09-28
1432,1432,22423582.46,18467753.92,2022-08-20
1433,1433,9337.98,7347.01,2024-07-10
1434,1434,4006111.28,3138099.95,2022-10-20
1435,1435,8765281.73,7487705.01,2024-04-21
1436,1436,2429756.32,2177002.48,2022-12-13
1437,1437,2652.15,2128.81,2022-09-14
1438,1438,3655258.06,3068554.2,2023-04-13
1439,1439,3593.81,2805.08,2024-05-08
1440,1440,16174218.35,14699777.34,2024-03-15
1441,1441,8140409.29,6915898.46,2022-11-01
1442,1442,5725.11,4694.11,2022-12-31
1443,1443,11409086.58,9144028.73,2023-08-10
1444,1444,1765.07,1709.16,2023-05-24
1445,1445,18180117.72,15658151.7,2022-08-11
1446,1446,12495.1,9945.18,2023-01-17
1447,1447,11671112.53,10739575.23,2023-03-14
1448,1448,6385.41,5242.32,2024-04-23
1449,1449,20062120.55,15483370.09,2022-12-16
1450,1450,20612825.1,17054829.67,2024-02-14
1451,1451,9047.95,8500.14,2023-12-01
1452,1452,4936452.12,4672584.57,2024-05-07
1453,1453,2593.28,1998.4,2022-08-04
1454,1454,7461639.75,6554271.9,2023-03-03
1455,1455,5638.23,4354.02,2024-03-26
1456,1456,19864280.46,18037354.89,2023-02-02
1457,1457,7157.39,6253.28,2023-07-10
1458,1458,1372.24,1244.41,2024-04-28
1459,1459,5997.28,5740.01,2022-11-04
1460,1460,6822904.5,6438106.63,2024-08-01
1461,1461,10035540.59,8460026.92,2023-06-01
1462,1462,8578.29,7469.38,2023-06-15
1463,1463,14905328.26,12032928.74,2024-04-18
1464,1464,10253.44,9434.11,2022-12-30
1465,1465,9962.29,9079.0,2024-06-21
1466,1466,20999853.78,17891076.49,2023-04-04
1467,1467,2631615.23,2609064.75,2024-06-21
1468,1468,11817.76,9150.44,2023-01-02
1469,1469,14005615.95,12784644.74,2022-09-25
1470,1470,8108.04,7362.62,2023-03-01
1471,1471,18334848.66,16818198.86,2023-06-26
1472,1472,1051.17,1048.67,2022-08-30
1473,1473,11126.99,8666.37,2022-09-15
1474,1474,11009.14,8987.76,2024-07-10
1475,1475,22224492.63,18069049.49,2023-06-17
1476,1476,4778.13,4341.44,2022-12-04
1477,1477,8137036.43,7236193.42,2023-04-23
1478,1478,9632.99,7517.36,2023-03-21
1479,1479,5318.1,4677.57,2022-08-09
1480,1480,5596.3,5159.05,2024-05-06
1481,1481,23585025.53,19877387.44,2024-05-07
1482,1482,19927381.83,18405065.91,2023-03-11
1483,1483,2413430.06,1938322.08,2024-01-18
1484,1484,8738.03,8316.67,2024-04-17
1485,1485,1631.86,1306.43,2023-05-17
1486,1486,5278.91,4820.85,2024-04-16
1487,1487,1069.87,853.16,2024-03-30
1488,1488,10451.98,8378.24,2022-12-31
1489,1489,5227.6,4890.57,2023-11-02
1490,1490,4698243.94,4369296.24,2023-09-02
1491,1491,4511130.32,3613118.26,2024-07-02
1492,1492,7025661.06,6191119.01,2023-10-20
1493,1493,16231466.57,12547376.48,2024-07-19
1494,1494,2108.22,1897.56,2024-07-10
1495,1495,5886433.06,4631483.01,2024-07-23
1496,1496,9616.45,8221.34,2023-06-13
1497,1497,8330.12,8009.0,2024-05-25
1498,1498,11588508.07,10334146.22,2023-07-29
1499,1499,11641.72,9641.53,2024-01-29
1500,1500,3524566.74,2739349.47,2023-05-02
1501,1501,17517990.47,13755777.99,2024-03-15
1502,1502,8233518.77,6507311.14,2023-01-15
1503,1503,6392.25,5691.42,2023-11-26
1504,1504,8660535.65,6895917.47,2022-09-23
1505,1505,16170099.78,15959350.55,2023-07-05
1506,1506,10700.69,9400.45,2022-11-06
1507,1507,7468.99,6960.46,2023-05-14
1508,1508,4319.64,3658.41,2023-06-06
1509,1509,1950.27,1797.49,2023-12-04
1510,1510,3222.76,3076.93,2022-11-24
1511,1511,19862894.36,17385062.09,2023-10-23
1512,1512,4826077.65,4409090.91,2024-02-28
1513,1513,2995.17,2593.07,2023-09-03
1514,1514,10765758.53,9085367.36,2023-07-12
1515,1515,15888973.4,12559905.98,2023-11-01
1516,1516,4826.85,3889.91,2022-10-19
1517,1517,18551332.31,16625199.12,2022-10-03
1518,1518,3032.73,2344.16,2024-06-07
1519,1519,16845973.57,14491146.04,2023-05-10
1520,1520,1008.76,916.63,2022-11-21
1521,1521,13271554.61,11675487.25,2023-02-11
1522,1522,7092682.17,5955581.27,2023-11-17
1523,1523,1342.34,1043.75,2023-12-31
1524,1524,1556415.41,1223244.8,2023-09-30
1525,1525,3854.62,3461.21,2024-02-13
1526,1526,6681.55,6295.16,2023-01-11
1527,1527,23732829.95,18902224.1,2023-04-16
1528,1528,2389647.69,2276449.03,2022-09-04
1529,1529,11345.1,8845.37,2023-08-24
1530,1530,10685.56,8724.96,2024-04-12
1531,1531,7895.58,7557.35,2023-12-07
1532,1532,10299.84,8325.72,2023-08-18
1533,1533,6014.31,5436.04,2023-04-23
1534,1534,8170541.45,6415266.12,2024-03-08
1535,1535,3830.74,2980.87,2023-11-09
1536,1536,12214820.59,9763251.87,2022-10-26
1537,1537,10971.56,8929.54,2024-02-29
1538,1538,8944.7,7074.14,2024-02-08
1539,1539,863.02,811.01,2024-07-22
1540,1540,12757422.6,10075454.53,2023-08-02
1541,1541,17525424.45,16731332.17,2024-04-01
1542,1542,4533.02,3572.85,2023-07-20
1543,1543,8961.73,7252.97,2023-12-21
1544,1544,15563128.51,14946747.54,2022-09-30
1545,1545,8367128.2,6490192.26,2023-08-25
1546,1546,7587.74,6666.47,2024-02-04
1547,1547,1363.86,1288.42,2022-12-30
1548,1548,11011041.0,8692191.99,2022-11-14
1549,1549,1894735.35,1627964.03,2023-04-14
1550,1550,18602063.71,15000154.48,2023-09-09
1551,1551,2937815.63,2584754.76,2024-05-11
1552,1552,8200.32,6494.02,2023-07-13
1553,1553,20562330.15,19062154.55,2023-06-10
1554,1554,2751.52,2140.91,2024-03-11
1555,1555,9986.62,9339.68,2023-10-15
1556,1556,5633.4,5115.46,2024-03-25
1557,1557,11231.06,8788.11,2023-06-22
1558,1558,7114477.5,6366794.81,2023-07-27
1559,1559,14143258.04,12557514.19,2024-01-10
1560,1560,1547558.4,1228331.91,2023-01-19
1561,1561,11244.99,9396.43,2022-09-09
1562,1562,14433355.84,14346335.31,2023-09-29
1563,1563,12315.17,9698.14,2023-03-14
1564,1564,10721.8,9408.58,2023-11-21
1565,1565,22266674.55,18952859.29,2023-01-07
1566,1566,7954866.73,7948328.78,2022-12-27
1567,1567,4512.5,4340.11,2023-08-20
1568,1568,5087.29,4796.94,2024-07-26
1569,1569,8889.45,7691.77,2024-05-30
1570,1570,13023793.57,12471511.68,2022-10-05
1571,1571,3459.32,3150.09,2024-04-11
1572,1572,7337341.91,6403097.76,2022-10-03
1573,1573,7723.99,7173.6,2023-03-01
1574,1574,6580.8,5640.16,2022-11-26
1575,1575,6781.47,5832.09,2023-11-22
1576,1576,21442078.29,18363434.24,2022-12-30
1577,1577,10004.96,8677.13,2024-05-26
1578,1578,7337.22,7148.44,2023-02-02
1579,1579,1861588.27,1716648.53,2024-02-11
1580,1580,10944624.84,9954440.54,2022-09-19
1581,1581,5798.14,4562.37,2024-06-22
1582,1582,9944.9,8395.26,2024-02-12
1583,1583,5893472.56,4957797.31,2024-05-28
1584,1584,22020926.25,18521571.99,2024-04-11
1585,1585,6541719.87,6322395.89,2024-04-16
1586,1586,7184.06,6511.94,2023-07-30
1587,1587,5239.16,4758.12,2024-03-22
1588,1588,8421.12,7245.26,2024-06-06
1589,1589,20795146.98,18587893.92,2022-09-20
1590,1590,2524818.44,2016145.16,2024-01-27
1591,1591,10766.03,8818.33,2024-03-05
1592,1592,5688.93,5030.89,2023-02-10
1593,1593,5532.86,5488.45,2023-08-11
1594,1594,8285.12,7583.12,2024-01-22
1595,1595,21041017.79,17115656.89,2022-12-12
1596,1596,6677.77,5267.25,2023-12-22
1597,1597,19200833.93,18915951.11,2024-02-12
1598,1598,4746.83,4634.14,2024-01-04
1599,1599,7401.55,6819.7,2022-08-25
1600,1600,2739.81,2671.38,2023-04-16
1601,1601,10556116.35,9037139.78,2023-01-04
1602,1602,5426.61,5044.36,2023-08-03
1603,1603,15742238.46,12322750.1,2024-05-27
1604,1604,2162202.06,1873385.92,2023-08-30
1605,1605,9849.97,7902.87,2022-10-27
1606,1606,5552.24,5104.29,2024-05-06
1607,1607,4057.44,3675.13,2023-07-27
1608,1608,1223.91,959.72,2023-10-11
1609,1609,7900337.72,7203907.75,2023-07-22
1610,1610,9348.83,8491.66,2022-12-19
1611,1611,3918.6,3796.83,2023-03-04
1612,1612,16690175.64,13947438.3,2023-04-28
1613,1613,6011013.95,6001577.74,2024-07-17
1614,1614,9961.11,8180.98,2023-05-04
1615,1615,14316845.53,13037754.46,2023-02-05
1616,1616,9088.09,7996.54,2024-02-21
1617,1617,20351842.61,17487219.88,2023-01-13
1618,1618,8591148.29,8220133.28,2023-09-07
1619,1619,22308611.02,18861000.71,2024-02-12
1620,1620,21502375.09,18613202.41,2022-08-11
1621,1621,15834455.22,12298622.06,2022-09-21
1622,1622,2987.02,2967.33,2023-07-09
1623,1623,8086.39,8068.26,2023-07-15
1624,1624,3766.97,3205.93,2022-08-19
1625,1625,4258325.32,4000993.51,2024-07-03
1626,1626,2794.08,2591.47,2024-07-05
1627,1627,7918.98,7131.21,2022-08-29
1628,1628,3508.57,3163.87,2023-05-01
1629,1629,8655282.61,7676493.98,2022-08-21
1630,1630,5504.83,5366.52,2023-04-12
1631,1631,14925001.47,12169511.12,2023-01-07
1632,1632,6892.89,5310.88,2024-01-08
1633,1633,14995643.26,12433080.06,2023-12-09
1634,1634,10811339.5,8735642.13,2024-06-10
1635,1635,5792.99,5414.95,2023-11-01
1636,1636,7669.87,6981.87,2024-06-27
1637,1637,4046342.81,3211430.27,2024-06-13
1638,1638,6502.8,5701.79,2024-07-16
1639,1639,25446535.92,19935034.13,2022-11-30
1640,1640,24237674.43,19122114.51,2023-05-06
1641,1641,11527765.33,9439980.92,2024-04-10
1642,1642,5116.34,3939.2,2022-08-18
1643,1643,8082713.67,6386241.22,2023-12-04
1644,1644,1555659.35,1497196.72,2023-11-11
1645,1645,10826805.97,9321564.23,2024-03-30
1646,1646,3312561.87,2650307.17,2024-03-19
1647,1647,5794.25,5183.83,2023-11-26
1648,1648,7195123.2,6637936.51,2024-06-16
1649,1649,2745990.13,2297412.07,2024-06-26
1650,1650,7278.52,7076.61,2024-05-26
1651,1651,25849586.27,19978734.03,2023-06-27
1652,1652,7868.33,7278.27,2024-07-05
1653,1653,10823.35,8714.77,2023-01-21
1654,1654,7609417.47,5891657.14,2023-05-19
1655,1655,3634.46,3441.21,2022-10-08
1656,1656,2332454.89,1860768.71,2024-06-11
1657,1657,10081698.87,8039803.3,2023-07-01
1658,1658,10398.7,8603.55,2024-06-21
1659,1659,14388499.02,12481747.42,2022-08-20
1660,1660,8621.23,7554.99,2023-02-24
1661,1661,12607218.7,10201609.39,2024-02-23
1662,1662,7448528.03,6838409.81,2023-12-24
1663,1663,7006.06,5413.24,2023-12-10
1664,1664,10802.62,9369.4,2023-06-04
1665,1665,9703920.96,7566546.47,2022-10-19
1666,1666,5843709.88,4527225.19,2024-07-05
1667,1667,7512.15,6189.26,2023-09-20
1668,1668,10476.21,9412.68,2023-11-18
1669,1669,9192.3,8287.18,2023-08-06
1670,1670,5798484.36,5033142.74,2024-06-02
1671,1671,12689803.65,11294842.76,2024-01-14
1672,1672,7442599.7,7318135.38,2024-06-06
1673,1673,7263735.14,6966142.1,2024-04-29
1674,1674,6774727.9,6494994.43,2022-09-20
1675,1675,1199696.07,1165019.31,2023-09-05
1676,1676,4122.82,3502.59,2024-04-21
1677,1677,7273178.17,6212373.81,2022-12-27
1678,1678,7257.89,5772.97,2022-10-02
1679,1679,6257.19,5233.69,2024-05-25
1680,1680,6471.88,6404.84,2022-08-05
1681,1681,18169036.34,15960325.72,2023-12-21
1682,1682,2701.75,2512.32,2024-01-08
1683,1683,6915.58,5950.3,2023-02-03
1684,1684,4939.6,4343.97,2024-01-16
1685,1685,2220.53,1827.8,2023-02-04
1686,1686,9294.43,8327.1,2024-02-29
1687,1687,12018747.34,10878453.84,2023-02-03
1688,1688,10130.64,9755.36,2023-09-21
1689,1689,7274.6,6231.0,2023-01-07
1690,1690,24971367.66,19520758.48,2023-10-30
1691,1691,2460.34,2033.91,2024-06-24
1692,1692,5095855.13,5069809.08,2024-02-08
1693,1693,8162729.51,8050177.43,2023-04-23
1694,1694,5148.56,4932.79,2024-05-31
1695,1695,19014854.49,17871309.49,2023-04-10
1696,1696,5051006.56,4800730.92,2023-09-25
1697,1697,9253241.39,8244489.45,2022-12-10
1698,1698,6365.87,5481.29,2024-05-05
1699,1699,5087622.11,4771373.18,2023-09-11
1700,1700,14485070.93,13393343.37,2024-07-20
1701,1701,10043830.87,7780474.13,2022-10-02
1702,1702,4831.19,4043.61,2022-11-20
1703,1703,20938317.84,17961547.42,2024-07-19
1704,1704,19851078.62,18415913.37,2023-02-07
1705,1705,5656.4,4605.97,2023-02-18
1706,1706,3913.95,3430.26,2023-05-11
1707,1707,17317515.95,14184510.87,2022-10-13
1708,1708,12960019.89,11053662.66,2022-08-14
1709,1709,9938.4,7922.92,2022-09-29
1710,1710,6352.62,5715.79,2023-08-15
1711,1711,12238528.68,9787511.66,2024-07-14
1712,1712,3712277.36,3193550.64,2023-09-10
1713,1713,11740453.4,9334010.99,2023-09-07
1714,1714,7861.24,7765.44,2022-09-20
1715,1715,11146.37,8949.52,2024-03-06
1716,1716,16982351.45,16722389.63,2023-02-05
1717,1717,1510.97,1399.97,2024-02-08
1718,1718,11660444.83,11507242.35,2023-05-18
1719,1719,8376321.12,6464130.02,2023-12-29
1720,1720,6328748.9,5924233.39,2022-11-23
1721,1721,2682565.21,2492979.06,2024-07-23
1722,1722,24686264.24,19258160.64,2024-06-24
1723,1723,1509.79,1452.4,2023-07-17
1724,1724,10470.61,9130.95,2023-10-12
1725,1725,9214676.11,8230483.81,2024-07-06
1726,1726,15391191.77,12550453.29,2023-05-14
1727,1727,8317.81,7712.47,2024-07-13
1728,1728,18006762.39,14982140.69,2023-06-11
1729,1729,1366.93,1102.21,2024-05-27
1730,1730,8734.36,7954.53,2024-05-20
1731,1731,17004325.17,15062945.88,2024-05-25
1732,1732,12768782.12,12164039.06,2024-05-16
1733,1733,20866890.73,19505459.13,2023-01-17
1734,1734,7808.82,7509.58,2024-06-09
1735,1735,6624881.12,5626060.3,2023-09-25
1736,1736,4404.93,3421.81,2023-02-01
1737,1737,19324885.38,15845288.13,2024-07-22
1738,1738,5632.33,4780.44,2024-01-08
1739,1739,8370134.13,6777989.42,2023-09-08
1740,1740,16329619.63,13345239.92,2022-08-15
1741,1741,22307146.73,18372838.35,2023-07-07
1742,1742,15364320.81,12277588.03,2023-03-13
1743,1743,7552161.66,6923119.29,2023-07-03
1744,1744,9608455.99,7916958.33,2024-02-20
1745,1745,12749016.3,11109388.45,2024-06-12
1746,1746,5663197.87,5252590.36,2024-05-28
1747,1747,9174.42,8413.72,2022-09-12
1748,1748,8703.63,7627.63,2024-01-11
1749,1749,17258307.22,14130520.67,2023-01-07
1750,1750,2642.8,2207.68,2024-01-25
1751,1751,11858.95,9268.03,2023-03-03
1752,1752,18335293.98,16986145.63,2024-04-14
1753,1753,19911124.14,18935081.11,2023-06-26
1754,1754,9672.5,7470.51,2022-09-14
1755,1755,5156.31,4460.02,2023-07-16
1756,1756,13445168.34,12574702.81,2022-12-25
1757,1757,10944.07,8672.3,2024-07-13
1758,1758,2472.53,1984.87,2023-06-30
1759,1759,20865025.07,16921736.65,2023-01-09
1760,1760,3603504.95,3241667.02,2023-05-31
1761,1761,5702.24,4545.05,2023-10-28
1762,1762,5933176.15,5190859.83,2023-12-10
1763,1763,15229587.55,13850586.13,2023-12-08
1764,1764,8131.84,6464.42,2023-09-01
1765,1765,6604.6,5948.28,2024-06-27
1766,1766,12715921.39,11558235.32,2024-03-22
1767,1767,2078.01,1732.22,2023-01-02
1768,1768,5771.06,5143.39,2023-11-12
1769,1769,5593137.56,5389638.57,2024-06-13
1770,1770,5001.32,4492.76,2023-10-09
1771,1771,21272760.79,17882865.01,2023-06-02
1772,1772,12641581.19,12223314.15,2023-03-26
1773,1773,12606954.04,10183199.97,2024-01-07
1774,1774,9649.94,7714.73,2023-04-27
1775,1775,4776585.85,4310534.32,2023-12-30
1776,1776,4890093.34,4793397.96,2024-07-08
1777,1777,2146624.28,1673509.44,2023-08-19
1778,1778,21121826.38,16859554.69,2023-02-28
1779,1779,7362125.49,6705744.91,2023-11-25
1780,1780,16647256.96,13143640.75,2022-10-24
1781,1781,11201319.3,8927902.43,2023-01-11
1782,1782,4719.21,4372.18,2024-02-22
1783,1783,9512.79,9113.75,2024-03-15
1784,1784,6111.41,5412.53,2023-03-04
1785,1785,23338352.58,19344969.28,2023-05-19
1786,1786,6518864.04,5755082.44,2023-03-09
1787,1787,22685962.49,18372659.8,2023-06-14
1788,1788,5393902.37,5384724.03,2022-10-21
1789,1789,3089.47,2877.3,2023-08-23
1790,1790,11802481.55,11307770.98,2024-01-21
1791,1791,7823552.16,6810002.54,2023-10-30
1792,1792,5623.08,5022.24,2023-07-30
1793,1793,13646595.06,11149417.12,2024-07-16
1794,1794,1710.82,1558.58,2024-07-28
1795,1795,3390181.3,2714327.89,2022-12-06
1796,1796,24816955.41,19518058.0,2022-09-30
1797,1797,9485520.26,8577783.93,2022-10-15
1798,1798,4358057.92,3728398.51,2023-09-04
1799,1799,19364135.09,16703343.19,2023-04-23
1800,1800,15503141.94,12724553.27,2022-12-03
1801,1801,2734.49,2633.58,2023-05-29
1802,1802,1315170.73,1016860.75,2023-07-28
1803,1803,6899.33,6172.55,2023-06-05
1804,1804,6778.85,5313.41,2023-04-29
1805,1805,10903.53,8817.16,2024-07-14
1806,1806,21384695.01,17407436.14,2024-01-04
1807,1807,9722050.22,9048740.61,2023-01-27
1808,1808,1855.0,1519.27,2023-12-30
1809,1809,5679.02,4490.36,2022-12-26
1810,1810,11043.89,8849.58,2023-08-04
1811,1811,19929442.11,19822880.93,2023-04-08
1812,1812,8024.64,7097.27,2024-03-07
1813,1813,16163441.06,15723200.68,2024-06-07
1814,1814,8127.98,7569.74,2023-08-13
1815,1815,15680726.77,13040912.03,2022-12-16
1816,1816,4791.12,3789.93,2024-03-20
1817,1817,17478319.94,17350142.51,2024-03-05
1818,1818,3515.06,2862.03,2022-11-08
1819,1819,19433413.91,16110972.31,2024-01-03
1820,1820,22702946.71,19857171.96,2023-06-22
1821,1821,12400591.7,9930349.18,2023-05-03
1822,1822,7947.93,7892.79,2024-03-28
1823,1823,14152067.88,13472378.48,2023-09-16
1824,1824,5640.37,4976.42,2023-06-24
1825,1825,18280576.53,16917360.3,2022-09-02
1826,1826,11241.46,8992.78,2022-11-11
1827,1827,3319293.96,2850523.42,2023-04-01
1828,1828,14512527.32,12520948.35,2023-01-27
1829,1829,20736854.58,16143126.03,2023-03-27
1830,1830,19854335.99,18803453.48,2022-10-05
1831,1831,2752.47,2179.99,2023-08-25
