transaction_id,employee_id,transaction_type,transaction_date,amount,house_id,client_id
1145,30,Lease,2024-01-31,3411.21,131,974
1146,40,Lease,2023-02-17,1413.14,504,768
1147,33,Lease,2024-04-10,9034.99,167,2084
1148,20,Sale,2023-04-02,4998480.06,528,1072
1149,14,Sale,2023-07-17,15217742.03,20,2601
1150,6,Sale,2024-07-16,9248608.99,247,672
1151,13,Lease,2023-11-04,4222.28,518,1272
1152,14,Lease,2024-03-11,7034.39,572,346
1153,16,Sale,2023-06-03,8811794.68,356,607
1154,1,Lease,2022-08-26,9001.47,783,973
1155,26,Lease,2023-10-29,9183.44,91,1709
1156,12,Sale,2023-02-09,15477664.2,312,1419
1157,15,Lease,2022-11-12,2503.41,854,351
1158,41,Sale,2022-08-06,18687450.06,100,204
1159,21,Lease,2023-06-06,1088.28,715,801
1160,17,Lease,2023-03-09,9302.04,302,203
1161,11,Sale,2024-05-17,10489510.56,381,2414
1162,17,Sale,2023-06-06,17727612.74,229,1128
1163,4,Sale,2023-01-23,17123780.82,953,1415
1164,5,Lease,2024-06-19,2573.53,817,148
1165,21,Sale,2023-03-16,3046883.28,914,1613
1166,16,Sale,2023-04-17,17033247.71,12,1448
1167,31,Lease,2024-02-28,2767.96,569,2928
1168,9,Lease,2023-11-05,8219.52,693,1163
1169,36,Lease,2023-11-15,8141.17,270,2367
1170,19,Sale,2022-10-09,13775813.54,167,2532
1171,50,Sale,2024-03-18,18684947.44,700,972
1172,48,Lease,2023-06-27,3089.55,797,1385
1173,49,Sale,2023-05-30,7751473.61,709,2866
1174,48,Lease,2022-11-30,2382.83,284,1018
1175,23,Lease,2022-11-19,5211.18,111,1327
1176,34,Lease,2023-11-29,6968.59,635,782
1177,7,Lease,2023-05-07,1481.16,335,2366
1178,49,Sale,2023-11-17,12361047.2,821,1910
1179,8,Lease,2022-08-12,4802.88,11,1677
1180,26,Lease,2023-03-20,4906.56,601,2902
1181,20,Sale,2022-11-09,11761403.83,402,405
1182,37,Lease,2022-10-27,8933.99,528,1284
1183,7,Lease,2023-11-27,4811.99,242,2682
1184,35,Sale,2022-08-19,12652252.83,47,2689
1185,19,Sale,2022-09-06,15271996.39,53,1462
1186,39,Lease,2023-09-26,9052.65,557,1453
1187,40,Sale,2023-09-03,9947177.07,978,2641
1188,42,Lease,2023-09-01,5431.05,425,2480
1189,28,Sale,2024-03-29,18671882.02,978,1281
1190,3,Sale,2022-10-06,1724980.42,428,847
1191,42,Sale,2024-06-24,11521109.35,956,155
1192,15,Sale,2022-12-27,14630818.13,180,2216
1193,20,Sale,2023-06-23,17673885.93,158,2524
1194,28,Lease,2024-03-22,9710.76,199,930
1195,30,Sale,2022-12-07,18351815.34,585,135
1196,41,Lease,2023-08-12,907.74,584,103
1197,34,Lease,2023-05-08,9272.84,409,2512
1198,41,Sale,2023-11-24,1362087.95,506,1826
1199,23,Sale,2023-10-15,8212023.94,252,927
1200,33,Sale,2023-05-20,15351472.3,324,851
1201,18,Sale,2022-12-11,13793984.69,254,1092
1202,4,Lease,2024-01-29,1986.1,219,481
1203,41,Sale,2022-10-07,11801957.87,921,2988
1204,48,Lease,2023-01-21,2949.39,406,274
1205,31,Sale,2023-12-06,19533170.95,176,2851
1206,15,Lease,2023-01-09,7437.46,999,1866
1207,25,Sale,2024-02-04,2874291.95,778,2609
1208,42,Sale,2024-01-08,16749816.05,184,1705
1209,24,Sale,2024-02-01,1157214.27,225,2756
1210,9,Lease,2023-09-18,8632.59,911,940
1211,14,Sale,2023-03-02,13998901.64,768,57
1212,33,Lease,2022-09-12,9869.94,395,1116
1213,33,Lease,2022-09-28,5598.83,100,703
1214,47,Lease,2024-02-11,4730.36,883,52
1215,20,Sale,2022-11-11,18948765.35,996,1603
1216,6,Lease,2023-10-19,9240.11,885,398
1217,37,Sale,2023-06-16,16205702.78,478,1300
1218,43,Sale,2022-10-26,19732741.64,494,458
1219,41,Lease,2023-09-02,3081.15,745,2977
1220,15,Lease,2022-11-27,4754.38,285,1476
1221,16,Lease,2023-09-06,8729.9,715,2265
1222,29,Lease,2024-05-24,5582.29,577,2391
1223,19,Sale,2023-05-15,10937569.17,764,607
1224,12,Sale,2022-11-21,11503719.59,491,377
1225,35,Sale,2024-07-16,3838652.74,189,2047
1226,2,Lease,2024-05-21,7313.14,378,596
1227,8,Lease,2023-08-31,3044.3,662,1640
1228,3,Sale,2022-12-01,10896974.01,835,2133
1229,14,Sale,2022-12-20,17136326.56,159,512
1230,8,Lease,2023-09-24,5303.66,958,2826
1231,33,Lease,2024-07-01,8590.65,570,1120
1232,50,Lease,2024-05-28,2472.87,211,1007
1233,22,Sale,2024-01-16,1748194.13,978,1619
1234,27,Lease,2022-08-08,6017.4,707,1438
1235,5,Lease,2023-04-18,6547.05,971,679
1236,27,Sale,2024-05-12,3951530.0,493,162
1237,4,Lease,2023-10-16,6281.73,733,1478
1238,43,Sale,2023-06-06,4924128.81,755,1632
1239,12,Sale,2024-06-06,6906401.08,936,1683
1240,10,Sale,2024-02-22,17756721.82,89,9
1241,41,Sale,2022-10-08,9843446.33,918,1153
1242,31,Sale,2024-03-19,6292770.24,354,1808
1243,21,Sale,2024-01-03,9616442.68,362,575
1244,30,Lease,2022-10-25,8835.16,268,2061
1245,43,Lease,2023-10-25,1860.77,842,899
1246,50,Sale,2024-02-01,1763437.88,136,571
1247,46,Lease,2022-10-25,1070.62,274,2258
1248,14,Lease,2022-11-24,5757.29,45,1140
1249,47,Sale,2022-08-09,6087426.25,610,65
1250,26,Lease,2024-04-07,3683.25,986,2014
1251,33,Sale,2022-11-28,4879833.53,265,502
1252,14,Lease,2023-08-24,1564.87,619,2273
1253,40,Sale,2023-11-03,7500063.21,722,811
1254,29,Lease,2024-04-19,1245.98,389,2498
1255,16,Lease,2024-07-21,1808.9,989,1989
1256,29,Sale,2023-09-28,14708273.65,476,1384
1257,3,Lease,2022-10-26,5145.2,800,817
1258,34,Lease,2024-06-19,1445.05,211,80
1259,32,Lease,2024-06-04,2461.72,827,2406
1260,4,Lease,2024-06-01,7406.82,265,1630
1261,42,Lease,2023-01-07,9977.43,629,1530
1262,38,Sale,2024-05-08,3760078.05,765,727
1263,9,Lease,2022-08-16,1265.55,986,1791
1264,1,Lease,2023-05-18,9794.35,542,352
1265,3,Sale,2023-02-08,7160063.89,361,388
1266,20,Sale,2024-07-07,16261937.04,661,106
1267,42,Lease,2023-02-23,3723.4,500,1180
1268,33,Sale,2022-08-08,17589444.76,228,197
1269,40,Lease,2023-07-21,3388.68,461,2764
1270,46,Lease,2024-02-04,8715.55,860,1855
1271,10,Sale,2023-10-01,19381095.51,342,2930
1272,36,Lease,2024-03-03,5069.14,602,1950
1273,46,Sale,2023-10-07,17745695.74,352,2363
1274,43,Sale,2023-01-14,1788131.33,688,1080
1275,21,Sale,2024-01-18,12912086.79,911,2977
1276,17,Lease,2023-08-21,2061.48,447,1502
1277,50,Sale,2022-09-13,1870573.12,56,2509
1278,35,Lease,2023-08-22,4921.03,468,516
1279,9,Sale,2024-06-08,2056312.62,927,1777
1280,13,Lease,2022-09-30,1068.78,132,290
1281,5,Lease,2023-10-25,1393.44,822,1045
1282,49,Lease,2023-05-26,6909.51,765,2895
1283,7,Sale,2024-07-31,2423694.42,872,2167
1284,49,Lease,2024-04-16,7002.01,583,731
1285,23,Sale,2023-04-01,17866415.87,534,2725
1286,33,Sale,2024-03-01,5692920.82,192,2814
1287,50,Sale,2023-11-25,18560601.79,433,1581
1288,32,Lease,2022-10-16,6454.07,626,399
1289,18,Sale,2024-04-09,1891338.82,703,1119
1290,16,Lease,2024-07-11,9519.98,443,2407
1291,6,Lease,2023-05-11,3851.24,873,2562
1292,21,Lease,2024-02-04,9633.19,638,1584
1293,27,Lease,2024-06-10,2616.86,506,654
1294,16,Sale,2023-09-15,15943821.31,70,1229
1295,40,Lease,2023-08-07,2567.17,584,1856
1296,40,Lease,2023-10-02,4158.09,822,772
1297,16,Sale,2024-03-17,15752947.63,476,200
1298,21,Lease,2022-08-15,5817.97,617,540
1299,26,Lease,2023-12-03,5438.85,276,2131
1300,18,Sale,2023-06-18,3826861.15,432,2748
1301,11,Lease,2023-06-13,2002.22,291,1850
1302,29,Lease,2023-01-17,8075.47,239,2918
1303,40,Lease,2024-03-06,9713.12,90,2791
1304,39,Lease,2023-12-11,7900.71,167,1986
1305,27,Sale,2023-01-07,17100944.56,916,2401
1306,24,Lease,2023-07-21,4874.73,105,2521
1307,31,Sale,2022-09-12,7686692.1,636,2173
1308,28,Lease,2024-07-17,8875.08,846,1530
1309,29,Sale,2024-04-22,9295920.14,135,1775
1310,14,Lease,2023-06-15,8598.04,468,1588
1311,47,Lease,2023-12-12,9958.36,980,1594
1312,34,Lease,2024-03-02,7500.49,687,632
1313,11,Lease,2022-09-09,8311.45,641,1784
1314,45,Sale,2023-12-02,5739848.23,704,1232
1315,21,Lease,2023-01-01,6103.16,745,553
1316,4,Lease,2022-12-20,2487.2,183,350
1317,6,Sale,2023-07-30,15940089.55,384,2066
1318,42,Lease,2023-07-21,4373.36,201,1172
1319,36,Lease,2023-08-22,2547.11,4,270
1320,17,Lease,2023-08-25,8800.06,326,1575
1321,23,Lease,2022-10-23,2919.92,636,2069
1322,23,Sale,2023-08-23,12860684.3,88,1141
1323,47,Lease,2022-08-10,1476.01,672,2611
1324,13,Sale,2022-09-23,14369821.32,704,2441
1325,20,Lease,2024-05-08,6890.07,378,596
1326,12,Lease,2023-05-19,9364.71,654,944
1327,32,Sale,2023-01-19,13706631.98,946,1323
1328,47,Sale,2024-07-10,12634565.49,339,2785
1329,44,Lease,2024-07-03,964.38,439,2870
1330,16,Lease,2022-08-18,8114.46,552,559
1331,37,Lease,2023-06-26,7180.56,512,182
1332,6,Lease,2022-09-18,6560.64,851,2226
1333,23,Sale,2023-11-01,5443692.07,477,2148
1334,26,Lease,2024-07-24,9294.97,925,196
1335,39,Lease,2023-06-18,6100.85,842,1880
1336,34,Lease,2023-03-23,5149.09,737,2943
1337,11,Sale,2022-11-20,7640933.79,183,2519
1338,34,Sale,2024-03-13,8911955.6,639,398
1339,33,Lease,2023-07-01,2954.33,359,1376
1340,17,Lease,2023-12-06,2550.76,373,2288
1341,35,Lease,2024-07-27,3631.46,159,1755
1342,38,Sale,2022-09-16,5979788.83,820,1580
1343,15,Lease,2022-12-07,2137.78,598,2138
1344,40,Sale,2023-10-30,17137192.66,158,59
1345,13,Lease,2022-10-18,6199.29,48,2344
1346,41,Sale,2022-10-22,19566842.76,2,296
1347,17,Lease,2023-02-08,7159.31,732,102
1348,41,Lease,2023-12-20,5573.33,516,796
1349,38,Lease,2023-09-30,8670.24,661,2309
1350,19,Lease,2024-01-12,3193.53,910,1575
1351,12,Lease,2023-02-06,4399.86,994,640
1352,7,Lease,2024-01-31,5180.31,653,1902
1353,31,Sale,2022-09-30,6270264.15,591,1064
1354,40,Lease,2022-11-16,5018.25,196,1100
1355,43,Sale,2023-03-01,19478504.18,666,784
1356,16,Lease,2023-09-02,7955.86,528,1615
1357,2,Lease,2023-10-09,8044.7,59,1161
1358,16,Sale,2022-11-22,16609449.07,436,2943
1359,25,Sale,2022-12-09,3489855.82,614,2169
1360,38,Lease,2023-05-01,3044.54,173,2043
1361,12,Sale,2022-09-26,11360873.49,590,638
1362,1,Sale,2022-10-23,1336290.12,999,164
1363,32,Lease,2023-03-13,6729.16,961,2990
1364,20,Lease,2022-08-11,880.28,869,1664
1365,6,Lease,2022-10-16,3913.54,924,2871
1366,22,Sale,2022-09-16,3859068.34,280,433
1367,32,Lease,2023-10-22,5392.65,902,290
1368,47,Sale,2023-11-25,18019134.04,949,1094
1369,8,Sale,2022-09-17,3974377.77,281,1119
1370,35,Lease,2024-06-30,8584.66,179,528
1371,30,Sale,2023-01-20,2443865.59,367,2665
1372,38,Lease,2024-05-10,9370.3,570,2934
1373,35,Sale,2023-02-15,12105461.41,131,977
1374,22,Lease,2022-11-23,5167.17,720,2050
1375,34,Lease,2024-04-05,6560.02,177,717
1376,47,Sale,2023-06-01,2929537.17,646,1119
1377,46,Sale,2024-04-12,5277011.9,665,662
1378,19,Lease,2022-12-13,7800.47,53,2950
1379,46,Lease,2023-05-06,5766.76,76,105
1380,44,Lease,2024-03-29,2910.55,677,2708
1381,5,Sale,2022-10-05,1071871.5,940,1729
1382,45,Lease,2023-11-30,1817.27,83,1726
1383,9,Sale,2022-09-20,16700481.72,806,2783
1384,38,Sale,2022-10-14,5940975.48,822,684
1385,41,Lease,2024-03-04,7365.92,893,1592
1386,28,Sale,2022-12-06,3017631.77,193,2519
1387,45,Sale,2023-01-23,16317019.61,853,2556
1388,36,Lease,2023-04-13,1225.11,319,1234
1389,9,Lease,2023-03-01,8364.43,64,2997
1390,34,Sale,2022-09-08,13437143.66,468,2228
1391,33,Lease,2023-08-31,4749.83,670,2268
1392,48,Lease,2023-07-17,3765.3,869,2019
1393,22,Lease,2023-04-15,2964.61,249,64
1394,39,Lease,2024-06-19,3271.31,295,39
1395,23,Sale,2024-04-06,4186727.24,178,884
1396,1,Sale,2023-12-08,15128594.29,943,1643
1397,33,Sale,2022-12-22,10840243.19,699,828
1398,14,Lease,2022-08-12,4730.3,389,396
1399,34,Sale,2023-12-31,17448425.17,525,698
1400,15,Sale,2024-03-23,1328858.9,992,229
1401,50,Lease,2023-06-13,9335.68,273,2159
1402,16,Sale,2023-12-01,7078191.62,296,2321
1403,21,Sale,2024-04-14,4567477.07,619,830
1404,44,Lease,2023-03-05,2718.16,24,855
1405,38,Lease,2023-05-13,5291.99,265,755
1406,11,Lease,2022-10-03,6261.08,625,2030
1407,36,Lease,2023-11-26,4483.49,972,240
1408,27,Lease,2024-04-23,4627.64,168,99
1409,8,Sale,2022-08-07,7931661.34,701,1234
1410,19,Lease,2024-07-26,7709.57,213,227
1411,26,Sale,2023-08-31,1310628.11,302,1802
1412,50,Sale,2022-08-14,19564081.02,286,120
1413,10,Sale,2023-10-19,14550647.33,388,2136
1414,29,Sale,2024-01-10,1286717.12,2,2950
1415,8,Lease,2022-08-05,4300.65,173,2737
1416,28,Lease,2023-04-26,6284.57,550,960
1417,44,Lease,2024-07-06,1420.33,226,2922
1418,49,Sale,2024-05-20,4039735.29,36,1321
1419,42,Sale,2023-08-25,3777874.97,54,1303
1420,34,Sale,2022-11-26,6981823.87,718,2046
1421,3,Lease,2024-05-21,1437.23,166,2019
1422,46,Sale,2023-03-02,2270453.44,539,2323
1423,7,Lease,2023-12-13,7010.67,919,60
1424,37,Lease,2024-01-29,8682.99,555,2749
1425,15,Lease,2023-09-30,6852.99,156,1973
1426,26,Sale,2023-05-23,14524222.11,426,903
1427,46,Lease,2022-09-25,9891.29,16,150
1428,12,Sale,2023-03-07,1464624.92,211,1196
1429,37,Lease,2023-06-13,8651.15,686,503
1430,5,Lease,2023-04-18,4898.68,764,1127
1431,49,Sale,2023-09-28,14565569.35,327,691
1432,47,Sale,2022-08-20,18467753.92,959,801
1433,44,Lease,2024-07-10,7347.01,472,1777
1434,7,Sale,2022-10-20,3138099.95,683,599
1435,10,Sale,2024-04-21,7487705.01,757,431
1436,32,Sale,2022-12-13,2177002.48,522,1812
1437,15,Lease,2022-09-14,2128.81,215,2993
1438,33,Sale,2023-04-13,3068554.2,229,690
1439,4,Lease,2024-05-08,2805.08,314,1297
1440,42,Sale,2024-03-15,14699777.34,182,1496
1441,42,Sale,2022-11-01,6915898.46,514,746
1442,9,Lease,2022-12-31,4694.11,415,239
1443,5,Sale,2023-08-10,9144028.73,295,1785
1444,25,Lease,2023-05-24,1709.16,550,2970
1445,11,Sale,2022-08-11,15658151.7,274,1154
1446,20,Lease,2023-01-17,9945.18,819,2899
1447,37,Sale,2023-03-14,10739575.23,575,299
1448,32,Lease,2024-04-23,5242.32,960,1063
1449,33,Sale,2022-12-16,15483370.09,751,109
1450,8,Sale,2024-02-14,17054829.67,3,1290
1451,6,Lease,2023-12-01,8500.14,663,808
1452,33,Sale,2024-05-07,4672584.57,901,925
1453,27,Lease,2022-08-04,1998.4,657,1442
1454,11,Sale,2023-03-03,6554271.9,666,448
1455,17,Lease,2024-03-26,4354.02,441,2833
1456,22,Sale,2023-02-02,18037354.89,654,211
1457,7,Lease,2023-07-10,6253.28,250,395
1458,41,Lease,2024-04-28,1244.41,290,382
1459,36,Lease,2022-11-04,5740.01,683,1787
1460,38,Sale,2024-08-01,6438106.63,314,2361
1461,16,Sale,2023-06-01,8460026.92,989,2082
1462,50,Lease,2023-06-15,7469.38,356,2020
1463,3,Sale,2024-04-18,12032928.74,178,1175
1464,39,Lease,2022-12-30,9434.11,260,2872
1465,26,Lease,2024-06-21,9079.0,607,1162
1466,18,Sale,2023-04-04,17891076.49,236,1321
1467,38,Sale,2024-06-21,2609064.75,307,1559
1468,13,Lease,2023-01-02,9150.44,618,2238
1469,9,Sale,2022-09-25,12784644.74,305,524
1470,4,Lease,2023-03-01,7362.62,300,335
1471,3,Sale,2023-06-26,16818198.86,78,1087
1472,11,Lease,2022-08-30,1048.67,349,1627
1473,34,Lease,2022-09-15,8666.37,206,1636
1474,10,Lease,2024-07-10,8987.76,424,2810
1475,33,Sale,2023-06-17,18069049.49,790,48
1476,41,Lease,2022-12-04,4341.44,531,2633
1477,33,Sale,2023-04-23,7236193.42,891,783
1478,25,Lease,2023-03-21,7517.36,911,657
1479,49,Lease,2022-08-09,4677.57,835,1762
1480,20,Lease,2024-05-06,5159.05,865,688
1481,39,Sale,2024-05-07,19877387.44,267,370
1482,2,Sale,2023-03-11,18405065.91,773,1403
1483,1,Sale,2024-01-18,1938322.08,603,1039
1484,3,Lease,2024-04-17,8316.67,601,1100
1485,35,Lease,2023-05-17,1306.43,576,220
1486,11,Lease,2024-04-16,4820.85,463,1520
1487,31,Lease,2024-03-30,853.16,275,98
1488,43,Lease,2022-12-31,8378.24,981,779
1489,17,Lease,2023-11-02,4890.57,209,2715
1490,38,Sale,2023-09-02,4369296.24,295,496
1491,25,Sale,2024-07-02,3613118.26,5,127
1492,6,Sale,2023-10-20,6191119.01,577,735
1493,7,Sale,2024-07-19,12547376.48,84,2559
1494,38,Lease,2024-07-10,1897.56,790,2837
1495,49,Sale,2024-07-23,4631483.01,705,1626
1496,17,Lease,2023-06-13,8221.34,336,2813
1497,26,Lease,2024-05-25,8009.0,383,950
1498,30,Sale,2023-07-29,10334146.22,777,2200
1499,6,Lease,2024-01-29,9641.53,789,2579
1500,41,Sale,2023-05-02,2739349.47,610,1553
1501,7,Sale,2024-03-15,13755777.99,374,1200
1502,27,Sale,2023-01-15,6507311.14,833,2398
1503,39,Lease,2023-11-26,5691.42,794,634
1504,17,Sale,2022-09-23,6895917.47,37,1921
1505,43,Sale,2023-07-05,15959350.55,818,2846
1506,6,Lease,2022-11-06,9400.45,935,353
1507,21,Lease,2023-05-14,6960.46,206,111
1508,6,Lease,2023-06-06,3658.41,126,940
1509,39,Lease,2023-12-04,1797.49,265,1455
1510,3,Lease,2022-11-24,3076.93,341,2083
1511,50,Sale,2023-10-23,17385062.09,302,775
1512,2,Sale,2024-02-28,4409090.91,432,150
1513,33,Lease,2023-09-03,2593.07,45,1697
1514,7,Sale,2023-07-12,9085367.36,808,2469
1515,28,Sale,2023-11-01,12559905.98,395,2395
1516,6,Lease,2022-10-19,3889.91,73,610
1517,14,Sale,2022-10-03,16625199.12,958,2389
1518,36,Lease,2024-06-07,2344.16,634,2265
1519,47,Sale,2023-05-10,14491146.04,611,2578
1520,23,Lease,2022-11-21,916.63,525,1659
1521,50,Sale,2023-02-11,11675487.25,688,93
1522,48,Sale,2023-11-17,5955581.27,930,512
1523,50,Lease,2023-12-31,1043.75,753,331
1524,32,Sale,2023-09-30,1223244.8,897,1267
1525,44,Lease,2024-02-13,3461.21,573,690
1526,48,Lease,2023-01-11,6295.16,495,1091
1527,22,Sale,2023-04-16,18902224.1,327,31
1528,17,Sale,2022-09-04,2276449.03,785,2761
1529,12,Lease,2023-08-24,8845.37,106,1726
1530,3,Lease,2024-04-12,8724.96,896,515
1531,42,Lease,2023-12-07,7557.35,509,1726
1532,36,Lease,2023-08-18,8325.72,239,2300
1533,27,Lease,2023-04-23,5436.04,797,286
1534,44,Sale,2024-03-08,6415266.12,930,2088
1535,18,Lease,2023-11-09,2980.87,495,2150
1536,14,Sale,2022-10-26,9763251.87,700,651
1537,22,Lease,2024-02-29,8929.54,971,1689
1538,38,Lease,2024-02-08,7074.14,887,1780
1539,19,Lease,2024-07-22,811.01,281,1892
1540,34,Sale,2023-08-02,10075454.53,172,322
1541,7,Sale,2024-04-01,16731332.17,190,2068
1542,49,Lease,2023-07-20,3572.85,439,174
1543,42,Lease,2023-12-21,7252.97,916,2477
1544,6,Sale,2022-09-30,14946747.54,392,2518
1545,17,Sale,2023-08-25,6490192.26,612,392
1546,17,Lease,2024-02-04,6666.47,452,390
1547,34,Lease,2022-12-30,1288.42,809,1604
1548,35,Sale,2022-11-14,8692191.99,405,2370
1549,8,Sale,2023-04-14,1627964.03,29,2591
1550,38,Sale,2023-09-09,15000154.48,946,1659
1551,43,Sale,2024-05-11,2584754.76,713,2839
1552,6,Lease,2023-07-13,6494.02,141,61
1553,28,Sale,2023-06-10,19062154.55,396,125
1554,47,Lease,2024-03-11,2140.91,958,1300
1555,15,Lease,2023-10-15,9339.68,562,164
1556,9,Lease,2024-03-25,5115.46,616,652
1557,1,Lease,2023-06-22,8788.11,342,1501
1558,45,Sale,2023-07-27,6366794.81,879,2562
1559,17,Sale,2024-01-10,12557514.19,862,2159
1560,9,Sale,2023-01-19,1228331.91,993,2773
1561,8,Lease,2022-09-09,9396.43,82,1540
1562,3,Sale,2023-09-29,14346335.31,692,2167
1563,21,Lease,2023-03-14,9698.14,920,1622
1564,42,Lease,2023-11-21,9408.58,290,1113
1565,24,Sale,2023-01-07,18952859.29,858,1957
1566,34,Sale,2022-12-27,7948328.78,292,288
1567,23,Lease,2023-08-20,4340.11,293,2563
1568,10,Lease,2024-07-26,4796.94,921,919
1569,26,Lease,2024-05-30,7691.77,259,1849
1570,7,Sale,2022-10-05,12471511.68,34,2428
1571,44,Lease,2024-04-11,3150.09,257,2781
1572,25,Sale,2022-10-03,6403097.76,981,579
1573,5,Lease,2023-03-01,7173.6,7,1973
1574,12,Lease,2022-11-26,5640.16,420,1143
1575,35,Lease,2023-11-22,5832.09,411,559
1576,15,Sale,2022-12-30,18363434.24,996,2693
1577,29,Lease,2024-05-26,8677.13,474,2076
1578,16,Lease,2023-02-02,7148.44,200,990
1579,12,Sale,2024-02-11,1716648.53,198,1390
1580,8,Sale,2022-09-19,9954440.54,276,2095
1581,26,Lease,2024-06-22,4562.37,901,719
1582,22,Lease,2024-02-12,8395.26,315,795
1583,9,Sale,2024-05-28,4957797.31,281,2971
1584,6,Sale,2024-04-11,18521571.99,718,80
1585,26,Sale,2024-04-16,6322395.89,680,1422
1586,14,Lease,2023-07-30,6511.94,953,665
1587,46,Lease,2024-03-22,4758.12,657,2160
1588,7,Lease,2024-06-06,7245.26,838,342
1589,13,Sale,2022-09-20,18587893.92,14,444
1590,31,Sale,2024-01-27,2016145.16,69,551
1591,4,Lease,2024-03-05,8818.33,565,2143
1592,31,Lease,2023-02-10,5030.89,994,1965
1593,40,Lease,2023-08-11,5488.45,783,1749
1594,3,Lease,2024-01-22,7583.12,883,1129
1595,26,Sale,2022-12-12,17115656.89,144,585
1596,1,Lease,2023-12-22,5267.25,780,595
1597,15,Sale,2024-02-12,18915951.11,547,1070
1598,48,Lease,2024-01-04,4634.14,597,2076
1599,8,Lease,2022-08-25,6819.7,876,2097
1600,39,Lease,2023-04-16,2671.38,950,2405
1601,27,Sale,2023-01-04,9037139.78,642,415
1602,50,Lease,2023-08-03,5044.36,265,2239
1603,40,Sale,2024-05-27,12322750.1,586,2831
1604,34,Sale,2023-08-30,1873385.92,395,1924
1605,44,Lease,2022-10-27,7902.87,44,2256
1606,24,Lease,2024-05-06,5104.29,792,1569
1607,32,Lease,2023-07-27,3675.13,427,811
1608,47,Lease,2023-10-11,959.72,884,2267
1609,31,Sale,2023-07-22,7203907.75,665,1148
1610,31,Lease,2022-12-19,8491.66,492,599
1611,31,Lease,2023-03-04,3796.83,649,1433
1612,8,Sale,2023-04-28,13947438.3,670,2854
1613,1,Sale,2024-07-17,6001577.74,587,2467
1614,36,Lease,2023-05-04,8180.98,823,604
1615,14,Sale,2023-02-05,13037754.46,160,212
1616,45,Lease,2024-02-21,7996.54,456,160
1617,34,Sale,2023-01-13,17487219.88,568,438
1618,20,Sale,2023-09-07,8220133.28,238,1037
1619,22,Sale,2024-02-12,18861000.71,445,286
1620,37,Sale,2022-08-11,18613202.41,614,469
1621,49,Sale,2022-09-21,12298622.06,765,1266
1622,40,Lease,2023-07-09,2967.33,509,2218
1623,6,Lease,2023-07-15,8068.26,535,1468
1624,25,Lease,2022-08-19,3205.93,225,1787
1625,26,Sale,2024-07-03,4000993.51,98,570
1626,35,Lease,2024-07-05,2591.47,333,1493
1627,10,Lease,2022-08-29,7131.21,917,1900
1628,10,Lease,2023-05-01,3163.87,195,2671
1629,3,Sale,2022-08-21,7676493.98,417,1558
1630,11,Lease,2023-04-12,5366.52,488,620
1631,15,Sale,2023-01-07,12169511.12,755,1201
1632,15,Lease,2024-01-08,5310.88,706,1551
1633,11,Sale,2023-12-09,12433080.06,801,2327
1634,22,Sale,2024-06-10,8735642.13,357,1074
1635,8,Lease,2023-11-01,5414.95,324,185
1636,20,Lease,2024-06-27,6981.87,735,505
1637,12,Sale,2024-06-13,3211430.27,348,2909
1638,26,Lease,2024-07-16,5701.79,120,1041
1639,29,Sale,2022-11-30,19935034.13,174,56
1640,18,Sale,2023-05-06,19122114.51,276,2311
1641,27,Sale,2024-04-10,9439980.92,172,1858
1642,46,Lease,2022-08-18,3939.2,526,692
1643,16,Sale,2023-12-04,6386241.22,380,1666
1644,21,Sale,2023-11-11,1497196.72,484,210
1645,11,Sale,2024-03-30,9321564.23,904,2954
1646,40,Sale,2024-03-19,2650307.17,884,2069
1647,1,Lease,2023-11-26,5183.83,553,1857
1648,42,Sale,2024-06-16,6637936.51,850,770
1649,50,Sale,2024-06-26,2297412.07,962,154
1650,2,Lease,2024-05-26,7076.61,709,2166
1651,27,Sale,2023-06-27,19978734.03,341,1337
1652,19,Lease,2024-07-05,7278.27,59,2503
1653,19,Lease,2023-01-21,8714.77,316,1044
1654,17,Sale,2023-05-19,5891657.14,351,1019
1655,40,Lease,2022-10-08,3441.21,852,1222
1656,23,Sale,2024-06-11,1860768.71,209,1207
1657,20,Sale,2023-07-01,8039803.3,339,772
1658,26,Lease,2024-06-21,8603.55,596,1648
1659,25,Sale,2022-08-20,12481747.42,867,1275
1660,45,Lease,2023-02-24,7554.99,470,2306
1661,8,Sale,2024-02-23,10201609.39,1000,2268
1662,17,Sale,2023-12-24,6838409.81,486,53
1663,20,Lease,2023-12-10,5413.24,202,2578
1664,6,Lease,2023-06-04,9369.4,993,2145
1665,9,Sale,2022-10-19,7566546.47,89,2814
1666,20,Sale,2024-07-05,4527225.19,360,1333
1667,32,Lease,2023-09-20,6189.26,493,2166
1668,32,Lease,2023-11-18,9412.68,329,1111
1669,17,Lease,2023-08-06,8287.18,368,2473
1670,37,Sale,2024-06-02,5033142.74,430,1703
1671,20,Sale,2024-01-14,11294842.76,285,1937
1672,17,Sale,2024-06-06,7318135.38,108,136
1673,22,Sale,2024-04-29,6966142.1,702,641
1674,23,Sale,2022-09-20,6494994.43,932,1681
1675,33,Sale,2023-09-05,1165019.31,107,1102
1676,13,Lease,2024-04-21,3502.59,929,805
1677,6,Sale,2022-12-27,6212373.81,898,122
1678,22,Lease,2022-10-02,5772.97,544,2192
1679,35,Lease,2024-05-25,5233.69,115,2689
