profit_id,transaction_id,net_profit,profit_date
324,324,3350.39999999997,5/16/2023
228,228,3361.59999999997,6/22/2024
2670,2670,3372.79999999997,3/26/2023
1751,1751,3383.99999999997,3/3/2023
749,749,3395.19999999997,10/19/2022
1561,1561,3406.39999999996,9/9/2022
3264,3264,3417.59999999996,3/13/2024
1252,1252,3428.79999999996,8/24/2023
2762,2762,3439.99999999996,5/31/2024
756,756,3451.19999999996,1/20/2024
1555,1555,3462.39999999996,10/15/2023
3501,3501,3473.59999999996,9/23/2022
140,140,3484.79999999996,3/15/2023
4904,4904,3495.99999999996,3/29/2023
905,905,3507.19999999996,10/20/2022
4293,4293,3518.39999999996,11/6/2022
4453,4453,3529.59999999996,9/6/2022
4362,4362,3540.79999999996,6/28/2023
111,111,3551.99999999996,9/26/2022
460,460,3563.19999999996,9/1/2022
3248,3248,3574.39999999996,11/13/2022
724,724,3585.59999999996,2/10/2024
4594,4594,3596.79999999996,1/30/2023
1154,1154,3607.99999999996,8/26/2022
4436,4436,3619.19999999996,6/22/2024
4365,4365,3630.39999999996,3/6/2024
3004,3004,3641.59999999996,10/19/2023
1669,1669,3652.79999999996,8/6/2023
3902,3902,3663.99999999996,8/24/2023
2999,2999,3675.19999999996,2/20/2024
2967,2967,3686.39999999996,4/17/2024
4740,4740,3697.59999999996,7/3/2024
3092,3092,3708.79999999996,2/14/2024
4269,4269,3719.99999999996,1/29/2023
1098,1098,3731.19999999996,12/22/2023
3562,3562,3742.39999999996,10/6/2022
4532,4532,3753.59999999996,4/23/2023
4440,4440,3764.79999999996,1/20/2024
4113,4113,3775.99999999996,6/7/2023
4232,4232,3787.19999999996,12/7/2023
2492,2492,3798.39999999996,11/14/2023
4130,4130,3809.59999999996,2/1/2023
3575,3575,3820.79999999996,7/14/2023
1232,1232,3831.99999999996,5/28/2024
3600,3600,3843.19999999996,1/23/2023
4555,4555,3854.39999999996,1/24/2024
4182,4182,3865.59999999996,11/5/2023
3135,3135,3876.79999999996,11/7/2023
1219,1219,3887.99999999996,9/2/2023
4142,4142,3899.19999999996,2/28/2023
645,645,3910.39999999996,7/18/2024
4324,4324,3921.59999999996,9/25/2022
3684,3684,3932.79999999996,9/30/2023
2985,2985,3943.99999999996,12/19/2022
2667,2667,3955.19999999996,9/11/2023
2745,2745,3966.39999999996,10/6/2022
566,566,3977.59999999996,6/5/2024
1237,1237,3988.79999999996,10/16/2023
3975,3975,3999.99999999996,10/12/2022
3315,3315,4011.19999999996,5/7/2024
956,956,4022.39999999995,3/10/2024
2604,2604,4033.59999999995,4/17/2024
277,277,4044.79999999995,3/17/2023
4564,4564,4055.99999999995,11/13/2023
1714,1714,4067.19999999995,9/20/2022
3313,3313,4078.39999999995,6/2/2024
2542,2542,4089.59999999995,11/20/2023
1705,1705,4100.79999999995,2/18/2023
4454,4454,4111.99999999995,7/12/2024
899,899,4123.19999999995,7/28/2024
2636,2636,4134.39999999995,4/26/2023
728,728,4145.59999999995,9/4/2023
3998,3998,4156.79999999995,3/14/2024
1599,1599,4167.99999999995,8/25/2022
845,845,4179.19999999995,3/19/2023
212,212,4190.39999999995,3/1/2024
2274,2274,4201.59999999995,2/17/2023
2730,2730,4212.79999999995,4/5/2023
3481,3481,4223.99999999995,12/3/2022
2057,2057,4235.19999999995,8/19/2023
1339,1339,4246.39999999995,7/1/2023
240,240,4257.59999999995,10/15/2022
2089,2089,4268.79999999995,12/5/2022
4466,4466,4279.99999999995,6/5/2023
4207,4207,4291.19999999995,3/24/2024
2553,2553,4302.39999999995,7/7/2023
4595,4595,4313.59999999995,6/22/2024
1311,1311,4324.79999999995,12/12/2023
4900,4900,4335.99999999995,3/23/2024
1391,1391,4347.19999999995,8/31/2023
2447,2447,4358.39999999995,1/3/2024
1571,1571,4369.59999999995,4/11/2024
2791,2791,4380.79999999995,4/18/2024
3267,3267,4391.99999999995,12/18/2023
2986,2986,4403.19999999995,12/30/2023
4157,4157,4414.39999999995,4/27/2023
405,405,4425.59999999995,12/18/2023
1073,1073,4436.79999999995,6/27/2023
4953,4953,4447.99999999995,10/12/2023
4805,4805,4459.19999999995,8/4/2022
3707,3707,4470.39999999995,7/29/2023
213,213,4481.59999999995,11/5/2022
1116,1116,4492.79999999995,4/13/2024
892,892,4503.99999999995,2/6/2024
468,468,4515.19999999995,1/2/2024
4325,4325,4526.39999999995,11/6/2022
864,864,4537.59999999995,11/9/2023
3926,3926,4548.79999999995,10/31/2022
4764,4764,4559.99999999995,1/23/2023
2077,2077,4571.19999999995,7/9/2024
883,883,4582.39999999995,1/11/2023
3489,3489,4593.59999999995,2/21/2023
4104,4104,4604.79999999995,3/14/2023
3539,3539,4615.99999999995,7/8/2024
1973,1973,4627.19999999995,7/19/2023
4090,4090,4638.39999999995,2/22/2023
4265,4265,4649.59999999995,11/13/2022
1465,1465,4660.79999999995,6/21/2024
3207,3207,4671.99999999994,7/27/2023
1318,1318,4683.19999999994,7/21/2023
833,833,4694.39999999994,7/19/2024
256,256,4705.59999999994,9/17/2023
528,528,4716.79999999994,12/25/2022
4995,4995,4727.99999999994,1/13/2023
1694,1694,4739.19999999994,5/31/2024
375,375,4750.39999999994,2/21/2023
3798,3798,4761.59999999994,6/29/2023
1179,1179,4772.79999999994,8/12/2022
2851,2851,4783.99999999994,5/18/2023
2308,2308,4795.19999999994,9/11/2023
3331,3331,4806.39999999994,3/21/2023
1221,1221,4817.59999999994,9/6/2023
4733,4733,4828.79999999994,9/15/2022
2324,2324,4839.99999999994,12/23/2023
2790,2790,4851.19999999994,9/16/2022
3781,3781,4862.39999999994,12/6/2023
1497,1497,4873.59999999994,5/25/2024
71,71,4884.79999999994,10/10/2023
4937,4937,4895.99999999994,12/24/2023
3364,3364,4907.19999999994,11/5/2022
4156,4156,4918.39999999994,12/27/2022
4079,4079,4929.59999999994,9/30/2023
716,716,4940.79999999994,8/1/2023
3118,3118,4951.99999999994,3/23/2024
2258,2258,4963.19999999994,11/7/2023
3344,3344,4974.39999999994,8/12/2023
2443,2443,4985.59999999994,10/14/2022
2043,2043,4996.79999999994,1/19/2023
128,128,5007.99999999994,6/12/2024
2389,2389,5019.19999999994,10/12/2023
4759,4759,5030.39999999994,10/19/2023
2470,2470,5041.59999999994,5/13/2023
1446,1446,5052.79999999994,1/17/2023
990,990,5063.99999999994,10/20/2023
896,896,5075.19999999994,10/1/2023
754,754,5086.39999999994,3/14/2024
1847,1847,5097.59999999994,1/13/2024
3519,3519,5108.79999999994,1/27/2024
4083,4083,5119.99999999994,6/5/2023
110,110,5131.19999999994,1/1/2023
1575,1575,5142.39999999994,11/22/2023
4344,4344,5153.59999999994,12/23/2022
138,138,5164.79999999994,6/1/2024
4563,4563,5175.99999999994,8/6/2023
963,963,5187.19999999994,7/28/2023
834,834,5198.39999999994,8/15/2022
861,861,5209.59999999994,6/24/2023
3175,3175,5220.79999999994,5/30/2024
608,608,5231.99999999994,5/6/2023
3298,3298,5243.19999999994,8/13/2022
3864,3864,5254.39999999994,9/14/2023
953,953,5265.59999999994,2/20/2024
3186,3186,5276.79999999994,6/24/2024
3930,3930,5287.99999999993,5/3/2023
99,99,5299.19999999993,1/25/2024
4901,4901,5310.39999999993,1/24/2023
2753,2753,5321.59999999993,7/5/2024
447,447,5332.79999999993,6/28/2024
4667,4667,5343.99999999993,5/10/2023
2063,2063,5355.19999999993,2/20/2024
1614,1614,5366.39999999993,5/4/2023
2805,2805,5377.59999999993,11/30/2022
4523,4523,5388.79999999993,3/22/2024
4919,4919,5399.99999999993,3/4/2024
1535,1535,5411.19999999993,11/9/2023
355,355,5422.39999999993,7/9/2024
471,471,5433.59999999993,9/17/2023
2693,2693,5444.79999999993,4/29/2023
2190,2190,5455.99999999993,11/11/2022
4062,4062,5467.19999999993,8/6/2023
4297,4297,5478.39999999993,1/19/2024
1155,1155,5489.59999999993,10/29/2023
463,463,5500.79999999993,5/19/2024
3276,3276,5511.99999999993,1/24/2024
1723,1723,5523.19999999993,7/17/2023
2299,2299,5534.39999999993,2/5/2024
1182,1182,5545.59999999993,10/27/2022
1048,1048,5556.79999999993,10/12/2023
2968,2968,5567.99999999993,3/27/2023
1956,1956,5579.19999999993,3/21/2023
1810,1810,5590.39999999993,8/4/2023
991,991,5601.59999999993,8/21/2022
858,858,5612.79999999993,10/27/2023
4250,4250,5623.99999999993,11/21/2023
1370,1370,5635.19999999993,6/30/2024
352,352,5646.39999999993,1/10/2024
4160,4160,5657.59999999993,9/1/2023
1349,1349,5668.79999999993,9/30/2023
2380,2380,5679.99999999993,5/29/2024
3717,3717,5691.19999999993,5/13/2024
336,336,5702.39999999993,6/17/2024
3162,3162,5713.59999999993,12/22/2022
2270,2270,5724.79999999993,1/28/2024
3151,3151,5735.99999999993,2/6/2024
4429,4429,5747.19999999993,9/8/2022
1036,1036,5758.39999999993,6/20/2024
1157,1157,5769.59999999993,11/12/2022
4486,4486,5780.79999999993,4/4/2023
203,203,5791.99999999993,2/28/2024
3813,3813,5803.19999999993,5/21/2024
3571,3571,5814.39999999993,8/3/2023
4925,4925,5825.59999999993,2/6/2023
4308,4308,5836.79999999993,3/23/2024
4176,4176,5847.99999999993,12/21/2023
2228,2228,5859.19999999993,2/14/2024
3544,3544,5870.39999999993,2/17/2023
1587,1587,5881.59999999993,3/22/2024
1730,1730,5892.79999999993,5/20/2024
1908,1908,5903.99999999992,8/7/2022
1957,1957,5915.19999999992,10/11/2023
3224,3224,5926.39999999992,2/18/2024
4152,4152,5937.59999999992,1/10/2024
1923,1923,5948.79999999992,7/25/2023
2577,2577,5959.99999999992,3/7/2023
4930,4930,5971.19999999992,12/4/2023
145,145,5982.39999999992,7/29/2024
1894,1894,5993.59999999992,12/22/2023
1439,1439,6004.79999999992,5/8/2024
3924,3924,6015.99999999992,7/6/2023
2245,2245,6027.19999999992,10/24/2022
1345,1345,6038.39999999992,10/18/2022
1622,1622,6049.59999999992,7/9/2023
4549,4549,6060.79999999992,6/2/2024
2125,2125,6071.99999999992,6/2/2024
4899,4899,6083.19999999992,11/18/2023
4769,4769,6094.39999999992,2/25/2024
3691,3691,6105.59999999992,3/12/2024
3732,3732,6116.79999999992,11/8/2023
775,775,6127.99999999992,2/1/2023
3213,3213,6139.19999999992,5/1/2024
2172,2172,6150.39999999992,3/2/2024
178,178,6161.59999999992,7/29/2023
4280,4280,6172.79999999992,3/5/2024
1124,1124,6183.99999999992,3/8/2023
306,306,6195.19999999992,9/10/2023
1330,1330,6206.39999999992,8/18/2022
4588,4588,6217.59999999992,1/2/2023
4894,4894,6228.79999999992,6/28/2023
1421,1421,6239.99999999992,5/21/2024
806,806,6251.19999999992,6/2/2024
1962,1962,6262.39999999992,2/4/2023
1329,1329,6273.59999999992,7/3/2024
3768,3768,6284.79999999992,11/23/2022
4897,4897,6295.99999999992,7/14/2023
2567,2567,6307.19999999992,7/10/2024
2560,2560,6318.39999999992,6/27/2024
1953,1953,6329.59999999992,4/24/2024
2859,2859,6340.79999999992,8/5/2022
130,130,6351.99999999992,3/4/2024
690,690,6363.19999999992,5/5/2023
3453,3453,6374.39999999992,8/11/2022
897,897,6385.59999999992,10/6/2023
4754,4754,6396.79999999992,4/22/2023
736,736,6407.99999999992,4/13/2023
3931,3931,6419.19999999992,7/11/2024
356,356,6430.39999999992,8/30/2023
2426,2426,6441.59999999992,6/23/2023
294,294,6452.79999999992,10/12/2023
3013,3013,6463.99999999992,7/4/2024
4236,4236,6475.19999999992,6/18/2023
3800,3800,6486.39999999992,12/13/2023
2515,2515,6497.59999999992,11/13/2023
38,38,6508.79999999992,6/21/2024
3024,3024,6519.99999999991,9/2/2023
4169,4169,6531.19999999991,7/9/2024
182,182,6542.39999999991,9/19/2022
1057,1057,6553.59999999991,8/10/2022
4412,4412,6564.79999999991,7/11/2024
1180,1180,6575.99999999991,3/20/2023
4801,4801,6587.19999999991,7/25/2023
4399,4399,6598.39999999991,12/31/2022
2671,2671,6609.59999999991,11/2/2022
1360,1360,6620.79999999991,5/1/2023
4433,4433,6631.99999999991,11/2/2023
1194,1194,6643.19999999991,3/22/2024
730,730,6654.39999999991,2/3/2023
253,253,6665.59999999991,6/10/2023
4350,4350,6676.79999999991,5/9/2024
1347,1347,6687.99999999991,2/8/2023
180,180,6699.19999999991,10/24/2022
2309,2309,6710.39999999991,5/6/2023
4187,4187,6721.59999999991,11/27/2023
3278,3278,6732.79999999991,9/20/2022
1024,1024,6743.99999999991,5/6/2023
4241,4241,6755.19999999991,10/17/2023
91,91,6766.39999999991,7/10/2023
1291,1291,6777.59999999991,5/11/2023
1691,1691,6788.79999999991,6/24/2024
2098,2098,6799.99999999991,7/20/2024
4030,4030,6811.19999999991,10/5/2023
215,215,6822.39999999991,2/3/2024
4522,4522,6833.59999999991,6/3/2024
1227,1227,6844.79999999991,8/31/2023
482,482,6855.99999999991,2/14/2023
220,220,6867.19999999991,12/11/2022
4504,4504,6878.39999999991,1/9/2024
4478,4478,6889.59999999991,9/7/2023
2336,2336,6900.79999999991,3/18/2024
3928,3928,6911.99999999991,2/23/2023
2932,2932,6923.19999999991,2/12/2024
4020,4020,6934.39999999991,12/19/2023
872,872,6945.59999999991,1/21/2023
4579,4579,6956.79999999991,4/25/2023
2703,2703,6967.99999999991,1/22/2023
1921,1921,6979.19999999991,7/24/2023
540,540,6990.39999999991,4/3/2023
3254,3254,7001.59999999991,4/7/2024
3618,3618,7012.79999999991,10/8/2022
3033,3033,7023.99999999991,4/26/2024
2035,2035,7035.19999999991,2/21/2024
1254,1254,7046.39999999991,4/19/2024
1316,1316,7057.59999999991,12/20/2022
3836,3836,7068.79999999991,8/16/2022
3062,3062,7079.99999999991,3/24/2023
2326,2326,7091.19999999991,6/2/2024
1804,1804,7102.39999999991,4/29/2023
2371,2371,7113.59999999991,12/2/2022
3712,3712,7124.79999999991,3/19/2023
4268,4268,7135.9999999999,6/13/2024
2890,2890,7147.1999999999,11/25/2022
3140,3140,7158.3999999999,5/23/2023
3086,3086,7169.5999999999,6/30/2024
3440,3440,7180.7999999999,7/1/2023
4875,4875,7191.9999999999,8/6/2023
4696,4696,7203.1999999999,2/14/2024
4281,4281,7214.3999999999,9/13/2022
4055,4055,7225.5999999999,2/10/2023
703,703,7236.7999999999,5/9/2023
4204,4204,7247.9999999999,5/26/2023
3863,3863,7259.1999999999,11/26/2022
2021,2021,7270.3999999999,11/13/2023
3885,3885,7281.5999999999,3/20/2023
4228,4228,7292.7999999999,5/24/2024
4375,4375,7303.9999999999,9/1/2022
643,643,7315.1999999999,11/10/2023
1592,1592,7326.3999999999,2/10/2023
2585,2585,7337.5999999999,7/24/2024
4131,4131,7348.7999999999,8/2/2024
367,367,7359.9999999999,11/15/2023
4775,4775,7371.1999999999,6/30/2023
1290,1290,7382.3999999999,7/11/2024
727,727,7393.5999999999,4/24/2023
886,886,7404.7999999999,6/6/2023
1000,1000,7415.9999999999,11/12/2022
1234,1234,7427.1999999999,8/8/2022
208,208,7438.3999999999,7/23/2023
4100,4100,7449.5999999999,11/3/2022
2278,2278,7460.7999999999,10/10/2023
3502,3502,7471.9999999999,9/12/2022
2397,2397,7483.1999999999,3/24/2023
1188,1188,7494.3999999999,9/1/2023
3155,3155,7505.5999999999,5/26/2024
1404,1404,7516.7999999999,3/5/2023
2478,2478,7527.9999999999,9/11/2022
3603,3603,7539.1999999999,4/7/2023
4792,4792,7550.3999999999,6/22/2024
1623,1623,7561.5999999999,7/15/2023
3848,3848,7572.7999999999,12/12/2022
2727,2727,7583.9999999999,9/8/2023
3958,3958,7595.1999999999,10/17/2022
1961,1961,7606.3999999999,5/19/2023
4322,4322,7617.5999999999,8/15/2022
3148,3148,7628.7999999999,11/28/2023
3479,3479,7639.9999999999,10/28/2023
1114,1114,7651.1999999999,7/12/2024
2177,2177,7662.3999999999,9/22/2022
2305,2305,7673.5999999999,2/26/2023
3551,3551,7684.7999999999,5/5/2024
3132,3132,7695.9999999999,3/19/2023
2824,2824,7707.1999999999,9/25/2023
1885,1885,7718.3999999999,4/26/2024
1292,1292,7729.5999999999,2/4/2024
1041,1041,7740.7999999999,9/9/2022
3367,3367,7751.99999999989,3/2/2023
184,184,7763.19999999989,12/21/2022
2183,2183,7774.39999999989,2/26/2024
1966,1966,7785.59999999989,3/18/2024
1727,1727,7796.79999999989,7/13/2024
1591,1591,7807.99999999989,3/5/2024
1809,1809,7819.19999999989,12/26/2022
1944,1944,7830.39999999989,10/29/2022
4943,4943,7841.59999999989,5/10/2023
2141,2141,7852.79999999989,4/26/2023
33,33,7863.99999999989,1/4/2023
3099,3099,7875.19999999989,8/5/2022
3483,3483,7886.39999999989,2/18/2024
3337,3337,7897.59999999989,1/3/2024
4882,4882,7908.79999999989,10/1/2023
3027,3027,7919.99999999989,9/20/2023
1315,1315,7931.19999999989,1/1/2023
1531,1531,7942.39999999989,12/7/2023
1834,1834,7953.59999999989,3/4/2023
3487,3487,7964.79999999989,12/28/2022
3994,3994,7975.99999999989,5/11/2024
3739,3739,7987.19999999989,11/23/2023
2205,2205,7998.39999999989,7/16/2024
794,794,8009.59999999989,10/18/2023
321,321,8020.79999999989,12/18/2022
2055,2055,8031.99999999989,9/1/2022
664,664,8043.19999999989,7/13/2023
318,318,8054.39999999989,1/25/2023
1323,1323,8065.59999999989,8/10/2022
3658,3658,8076.79999999989,10/28/2022
2876,2876,8087.99999999989,12/5/2023
2147,2147,8099.19999999989,11/2/2022
3251,3251,8110.39999999989,4/23/2024
3814,3814,8121.59999999989,11/21/2022
4256,4256,8132.79999999989,7/8/2024
4295,4295,8143.99999999989,11/2/2022
2349,2349,8155.19999999989,4/5/2024
1259,1259,8166.39999999989,6/4/2024
2948,2948,8177.59999999989,12/21/2023
4809,4809,8188.79999999989,11/19/2022
2407,2407,8199.99999999989,9/21/2023
1892,1892,8211.19999999989,6/26/2023
1401,1401,8222.39999999989,6/13/2023
4233,4233,8233.59999999989,3/30/2024
2363,2363,8244.79999999989,1/24/2024
2951,2951,8255.99999999989,2/3/2024
4506,4506,8267.19999999989,3/26/2024
2001,2001,8278.39999999989,2/26/2024
3002,3002,8289.59999999989,5/24/2023
3317,3317,8300.79999999989,7/27/2024
2896,2896,8311.99999999989,3/12/2023
1095,1095,8323.1999999999,7/13/2023
4653,4653,8334.3999999999,6/19/2024
1632,1632,8345.5999999999,1/8/2024
1600,1600,8356.7999999999,4/16/2023
555,555,8367.9999999999,11/26/2022
2335,2335,8379.1999999999,11/15/2022
2928,2928,8390.3999999999,2/16/2023
467,467,8401.5999999999,7/30/2023
1476,1476,8412.7999999999,12/4/2022
4964,4964,8423.9999999999,12/15/2023
2813,2813,8435.1999999999,8/18/2022
2587,2587,8446.3999999999,11/26/2023
3006,3006,8457.5999999999,11/28/2022
1319,1319,8468.79999999991,8/22/2023
299,299,8479.99999999991,4/2/2024
4217,4217,8491.19999999991,6/21/2023
3345,3345,8502.39999999991,9/13/2023
4448,4448,8513.59999999991,12/16/2023
28,28,8524.79999999991,7/2/2024
3904,3904,8535.99999999991,8/29/2022
47,47,8547.19999999991,2/14/2023
1616,1616,8558.39999999991,2/21/2024
3779,3779,8569.59999999991,8/7/2022
2787,2787,8580.79999999991,11/13/2022
2058,2058,8591.99999999991,12/18/2022
1340,1340,8611.39999999991,12/6/2023
3435,3435,8630.79999999991,9/19/2022
2834,2834,8650.19999999991,1/8/2024
3582,3582,8669.59999999991,9/27/2023
2758,2758,8688.99999999991,5/22/2024
51,51,8708.39999999991,1/13/2023
4718,4718,8727.79999999991,12/12/2022
159,159,8747.19999999991,4/29/2024
4911,4911,8766.59999999991,9/22/2022
2090,2090,8785.99999999991,4/19/2024
53,53,8805.39999999991,6/11/2024
1853,1853,8824.79999999991,1/13/2023
3871,3871,8844.19999999991,12/11/2022
1581,1581,8863.59999999991,6/22/2024
3599,3599,8882.99999999991,3/15/2023
1122,1122,8902.39999999991,6/4/2023
4863,4863,8921.79999999991,8/26/2022
2235,2235,8941.19999999991,3/23/2024
781,781,8960.59999999991,12/26/2022
3746,3746,8979.99999999991,1/26/2023
1774,1774,8999.39999999991,4/27/2023
4451,4451,9018.79999999991,3/21/2024
4719,4719,9038.1999999999,5/14/2023
349,349,9057.5999999999,3/23/2024
4985,4985,9076.9999999999,3/6/2024
1263,1263,9096.3999999999,8/16/2022
4363,4363,9115.7999999999,5/17/2023
2482,2482,9135.1999999999,7/14/2024
1869,1869,9154.5999999999,11/18/2023
3568,3568,9173.9999999999,11/22/2023
4289,4289,9193.3999999999,1/14/2023
59,59,9212.7999999999,12/16/2022
397,397,9232.1999999999,7/24/2023
4843,4843,9251.5999999999,3/1/2023
30,30,9270.9999999999,10/3/2023
879,879,9290.3999999999,5/25/2024
1430,1430,9309.7999999999,4/18/2023
3964,3964,9329.1999999999,10/17/2022
1160,1160,9348.5999999999,3/9/2023
1135,1135,9367.9999999999,2/9/2023
4619,4619,9387.3999999999,12/8/2023
4005,4005,9406.7999999999,4/4/2024
4497,4497,9426.1999999999,12/16/2023
2792,2792,9445.5999999999,5/22/2023
4825,4825,9464.9999999999,7/19/2024
2809,2809,9484.3999999999,3/4/2024
3736,3736,9503.7999999999,7/26/2023
320,320,9523.1999999999,5/22/2024
205,205,9542.5999999999,11/29/2023
2857,2857,9561.99999999989,7/31/2024
942,942,9581.39999999989,11/8/2022
2901,2901,9600.79999999989,9/6/2022
930,930,9620.19999999989,7/15/2024
1626,1626,9639.59999999989,7/5/2024
3218,3218,9658.99999999989,10/24/2023
3126,3126,9678.39999999989,3/11/2023
3808,3808,9697.79999999989,7/18/2024
72,72,9717.19999999989,6/11/2023
2616,2616,9736.59999999989,1/10/2023
2402,2402,9755.99999999989,9/25/2023
2631,2631,9775.39999999989,6/8/2023
3978,3978,9794.79999999989,4/11/2024
1214,1214,9814.19999999989,2/11/2024
3856,3856,9833.59999999989,10/3/2022
1245,1245,9852.99999999989,10/25/2023
1949,1949,9872.39999999989,1/18/2024
789,789,9891.79999999989,3/25/2024
1686,1686,9911.19999999989,2/29/2024
1627,1627,9930.59999999989,8/29/2022
1849,1849,9949.99999999989,5/16/2024
1510,1510,9969.39999999989,11/24/2022
1038,1038,9988.79999999989,4/9/2023
1076,1076,10008.1999999999,5/12/2024
1363,1363,10027.5999999999,3/13/2023
1943,1943,10046.9999999999,5/16/2024
1874,1874,10066.3999999999,12/21/2023
448,448,10085.7999999999,12/30/2022
2160,2160,10105.1999999999,8/16/2022
957,957,10124.5999999999,1/22/2024
4336,4336,10143.9999999999,3/20/2024
3421,3421,10163.3999999999,1/16/2024
2980,2980,10182.7999999999,5/16/2024
4808,4808,10202.1999999999,10/12/2023
4302,4302,10221.5999999999,7/6/2023
895,895,10240.9999999999,6/14/2023
3688,3688,10260.3999999999,10/17/2022
4356,4356,10279.7999999999,7/24/2023
1295,1295,10299.1999999999,8/7/2023
3702,3702,10318.5999999999,4/20/2024
2412,2412,10337.9999999999,11/20/2022
2639,2639,10357.3999999999,1/3/2024
3422,3422,10376.7999999999,12/10/2022
1444,1444,10396.1999999999,5/24/2023
2755,2755,10415.5999999999,7/22/2024
976,976,10434.9999999999,8/18/2022
4249,4249,10454.3999999999,5/16/2024
3053,3053,10473.7999999999,1/19/2024
3567,3567,10493.1999999999,10/28/2022
113,113,10512.5999999999,11/9/2023
1794,1794,10531.9999999999,7/28/2024
94,94,10551.3999999999,8/23/2022
2886,2886,10570.7999999999,9/19/2022
2882,2882,10590.1999999999,9/2/2022
445,445,10609.5999999999,2/13/2023
3109,3109,10628.9999999999,4/10/2023
1734,1734,10648.3999999999,6/9/2024
2603,2603,10667.7999999999,7/10/2024
2357,2357,10687.1999999999,9/5/2023
4462,4462,10706.5999999999,1/13/2024
1416,1416,10725.9999999999,4/26/2023
158,158,10745.3999999999,11/5/2022
1710,1710,10764.7999999999,8/15/2023
153,153,10784.1999999999,8/27/2022
4493,4493,10803.5999999999,12/18/2023
2280,2280,10822.9999999999,7/21/2024
3914,3914,10842.3999999999,9/8/2023
1698,1698,10861.7999999999,5/5/2024
1459,1459,10881.1999999999,11/4/2022
1049,1049,10900.5999999999,9/1/2023
950,950,10919.9999999999,9/24/2023
3047,3047,10939.3999999999,1/23/2024
4892,4892,10958.7999999999,2/11/2023
4074,4074,10978.1999999999,1/14/2024
4607,4607,10997.5999999999,3/4/2023
2801,2801,11016.9999999999,12/13/2023
4903,4903,11036.3999999999,4/14/2024
722,722,11055.7999999999,3/6/2023
328,328,11075.1999999999,8/7/2023
2954,2954,11094.5999999999,12/2/2022
1247,1247,11113.9999999999,10/25/2022
2974,2974,11133.3999999999,8/3/2024
3082,3082,11152.7999999999,11/8/2023
10,10,11172.1999999999,11/22/2022
4924,4924,11191.5999999999,6/18/2024
466,466,11210.9999999999,1/24/2024
3671,3671,11230.3999999999,5/19/2023
4703,4703,11249.7999999999,12/30/2022
4503,4503,11269.1999999999,11/29/2023
12,12,11288.5999999999,1/28/2024
691,691,11307.9999999999,7/28/2024
4598,4598,11327.3999999999,8/13/2022
58,58,11346.7999999999,12/12/2022
290,290,11366.1999999999,1/5/2023
712,712,11385.5999999999,11/17/2023
1302,1302,11404.9999999999,1/17/2023
2983,2983,11424.3999999999,7/10/2023
3111,3111,11443.7999999999,3/19/2023
3591,3591,11463.1999999999,5/9/2023
1474,1474,11482.5999999999,7/10/2024
2079,2079,11501.9999999999,12/21/2022
384,384,11521.3999999999,1/11/2023
1513,1513,11540.7999999999,9/3/2023
3396,3396,11560.1999999999,11/8/2022
4736,4736,11579.5999999999,5/7/2024
4501,4501,11598.9999999999,10/30/2022
322,322,11618.3999999999,10/5/2023
3288,3288,11637.7999999999,10/8/2023
3866,3866,11657.1999999999,8/5/2022
257,257,11676.5999999999,12/25/2022
2661,2661,11695.9999999999,3/24/2024
4491,4491,11715.3999999999,1/8/2023
2428,2428,11734.7999999999,11/1/2023
81,81,11754.1999999999,12/2/2022
3142,3142,11773.5999999999,11/19/2022
797,797,11792.9999999999,3/9/2024
1709,1709,11812.3999999999,9/29/2022
1706,1706,11831.7999999999,5/11/2023
1142,1142,11851.1999999999,10/17/2022
4739,4739,11870.5999999999,3/5/2023
3494,3494,11889.9999999999,12/28/2023
1499,1499,11909.3999999999,1/29/2024
2523,2523,11928.7999999999,12/10/2022
2768,2768,11948.1999999999,2/11/2024
1768,1768,11967.5999999999,11/12/2023
1682,1682,11986.9999999998,1/8/2024
1310,1310,12006.3999999998,6/15/2023
2350,2350,12025.7999999998,2/23/2023
4105,4105,12045.1999999998,10/26/2022
868,868,12064.5999999998,3/27/2023
2366,2366,12083.9999999998,8/17/2022
4096,4096,12103.3999999998,3/7/2024
4637,4637,12122.7999999998,10/17/2022
2399,2399,12142.1999999998,2/29/2024
1529,1529,12161.5999999998,8/24/2023
1007,1007,12180.9999999998,11/27/2022
1812,1812,12200.3999999998,3/7/2024
4468,4468,12219.7999999998,12/29/2022
4881,4881,12239.1999999998,11/15/2023
217,217,12258.5999999998,10/19/2023
3919,3919,12277.9999999998,6/7/2023
3426,3426,12297.3999999998,12/5/2023
3415,3415,12316.7999999998,8/21/2022
4150,4150,12336.1999999998,3/9/2023
416,416,12355.5999999998,9/3/2023
2737,2737,12374.9999999998,3/16/2024
2584,2584,12394.3999999998,6/5/2024
3628,3628,12413.7999999998,10/4/2023
2512,2512,12433.1999999998,1/26/2024
2344,2344,12452.5999999998,9/26/2022
4092,4092,12471.9999999998,11/24/2023
4463,4463,12491.3999999998,7/14/2024
455,455,12510.7999999998,2/16/2023
3070,3070,12530.1999999998,7/29/2024
2092,2092,12549.5999999998,5/19/2024
3996,3996,12568.9999999998,10/15/2023
2048,2048,12588.3999999998,9/2/2022
3067,3067,12607.7999999998,6/7/2023
3274,3274,12627.1999999998,5/9/2024
4640,4640,12646.5999999998,9/18/2022
