trend_id,house_id,date_recorded,price,trend_description
966,942,2023-06-08,755008.24,higher than 6 months ago by $20715.19 (2.82%)
967,409,2023-06-09,431469.85,same than a year ago
968,251,2023-06-09,249615.93,lower than last year by $45734.55 (15.48%)
969,796,2023-06-09,270672.77,higher than last quarter by $28300.13 (11.68%)
970,171,2023-06-09,393850.06,same than 3 months ago
971,784,2023-06-09,411770.38,higher than a year ago by $5401.29 (1.33%)
972,916,2023-06-09,865404.4,lower than last quarter by $38974.98 (4.31%)
973,196,2023-06-09,574061.73,higher than last month by $7027.63 (1.24%)
974,208,2023-06-09,593814.76,lower than last quarter by $27930.22 (4.49%)
975,107,2023-06-09,847571.63,higher than last quarter by $23469.83 (2.85%)
976,454,2023-06-10,175860.01,higher than last month by $15846.88 (9.9%)
977,611,2023-06-10,189087.38,same than last month
978,817,2023-06-10,590336.8,lower than last month by $17888.04 (2.94%)
979,803,2023-06-10,645841.88,lower than last quarter by $22689.62 (3.39%)
980,610,2023-06-10,501466.73,lower than 6 months ago by $43155.77 (7.92%)
981,644,2023-06-10,337530.45,lower than 3 months ago by $47425.59 (12.32%)
982,25,2023-06-10,676815.62,same than 3 months ago
983,995,2023-06-10,786109.07,higher than a year ago by $35883.77 (4.78%)
984,584,2023-06-10,641998.51,same than 3 months ago
985,499,2023-06-10,912322.69,higher than last year by $21786.9 (2.45%)
986,230,2023-06-11,926622.56,same than 3 months ago
987,873,2023-06-11,256495.22,higher than last month by $27200.22 (11.86%)
988,633,2023-06-11,320509.78,same than last month
989,827,2023-06-11,812997.51,lower than last year by $44702.19 (5.21%)
990,878,2023-06-11,541507.68,lower than 3 months ago by $18602.62 (3.32%)
991,509,2023-06-11,793094.98,same than 3 months ago
992,320,2023-06-11,842777.53,higher than a year ago by $20996.82 (2.56%)
993,458,2023-06-11,343438.96,lower than 2 months ago by $13785.04 (3.86%)
994,468,2023-06-11,407754.68,lower than 3 months ago by $40536.98 (9.04%)
995,357,2023-06-11,521901.62,lower than last quarter by $22570.9 (4.15%)
996,70,2023-06-12,595590.19,lower than 6 months ago by $32404.3 (5.16%)
997,886,2023-06-12,299183.11,same than 3 months ago
998,360,2023-06-12,951184.82,same than 6 months ago
999,194,2023-06-12,635983.92,higher than last month by $19703.13 (3.2%)
1000,952,2023-06-12,441008.9,higher than last quarter by $12502.47 (2.92%)
1001,313,2023-06-12,772602.67,same than 3 months ago
1002,625,2023-06-12,434164.01,same than 3 months ago
1003,400,2023-06-12,746941.61,lower than 3 months ago by $5552.15 (0.74%)
1004,908,2023-06-12,221488.39,same than last month
1005,349,2023-06-13,644046.6,lower than 6 months ago by $9138.85 (1.4%)
1006,12,2023-06-13,602270.52,same than last quarter
1007,420,2023-06-13,578206.98,higher than 2 months ago by $49524.64 (9.37%)
1008,614,2023-06-13,723263.21,same than a year ago
1009,872,2023-06-13,767710.91,higher than 6 months ago by $28673.34 (3.88%)
1010,831,2023-06-13,639867.88,same than a year ago
1011,199,2023-06-13,283895.54,same than last year
1012,75,2023-06-13,270426.03,higher than last month by $44498.81 (19.7%)
1013,133,2023-06-13,592128.76,lower than last quarter by $40241.72 (6.36%)
1014,456,2023-06-13,791768.28,same than 3 months ago
1015,877,2023-06-14,538132.9,same than last quarter
1016,809,2023-06-14,273147.67,same than 3 months ago
1017,613,2023-06-14,968197.58,lower than last month by $38482.56 (3.82%)
1018,980,2023-06-14,926194.63,same than last quarter
1019,93,2023-06-14,532885.24,lower than 6 months ago by $27523.99 (4.91%)
1020,908,2023-06-14,931231.69,higher than last year by $45075.43 (5.09%)
1021,69,2023-06-14,734597.65,same than 3 months ago
1022,218,2023-06-14,595335.08,higher than 6 months ago by $35683.63 (6.38%)
1023,890,2023-06-14,140254.97,higher than a year ago by $36310.9 (34.93%)
1024,112,2023-06-15,124347.19,higher than 3 months ago by $27725.99 (28.7%)
1025,996,2023-06-15,331946.0,higher than last quarter by $18621.73 (5.94%)
1026,811,2023-06-15,845801.6,same than 3 months ago
1027,335,2023-06-15,536224.23,higher than last year by $28751.38 (5.67%)
1028,138,2023-06-15,270619.97,lower than 2 months ago by $33612.01 (11.05%)
1029,447,2023-06-15,272301.87,same than a year ago
1030,286,2023-06-15,955292.77,higher than last quarter by $47267.66 (5.21%)
1031,837,2023-06-15,664093.48,same than a year ago
1032,663,2023-06-15,517821.91,same than last quarter
1033,206,2023-06-15,770443.18,lower than 6 months ago by $11994.43 (1.53%)
1034,599,2023-06-16,500066.7,higher than 2 months ago by $19627.45 (4.09%)
1035,13,2023-06-16,529885.56,same than last year
1036,98,2023-06-16,730793.9,same than 6 months ago
1037,737,2023-06-16,588217.59,same than last month
1038,49,2023-06-16,402673.08,higher than 2 months ago by $41150.73 (11.38%)
1039,834,2023-06-16,751977.59,lower than 6 months ago by $38741.12 (4.9%)
1040,776,2023-06-16,202730.75,same than last month
1041,143,2023-06-16,826085.04,same than last quarter
1042,179,2023-06-16,435135.35,higher than last month by $41828.55 (10.64%)
1043,785,2023-06-16,492331.35,same than last month
1044,888,2023-06-17,192656.26,higher than last quarter by $40098.28 (26.28%)
1045,449,2023-06-17,897678.33,lower than last year by $13337.73 (1.46%)
1046,424,2023-06-17,737500.43,higher than 6 months ago by $26465.98 (3.72%)
1047,922,2023-06-17,224004.58,lower than a year ago by $22955.51 (9.3%)
1048,217,2023-06-17,901796.96,lower than 2 months ago by $35442.44 (3.78%)
1049,26,2023-06-17,654095.99,lower than a year ago by $24814.86 (3.66%)
1050,309,2023-06-17,432633.78,lower than last year by $44493.2 (9.33%)
1051,801,2023-06-17,809317.42,higher than 2 months ago by $49708.4 (6.54%)
1052,949,2023-06-17,653613.35,lower than 3 months ago by $32779.34 (4.78%)
1053,107,2023-06-18,674944.25,lower than 2 months ago by $11040.08 (1.61%)
1054,210,2023-06-18,804743.61,same than last quarter
1055,205,2023-06-18,896912.04,higher than last month by $34135.55 (3.96%)
1056,347,2023-06-18,214892.98,lower than last quarter by $42821.13 (16.62%)
1057,74,2023-06-18,571881.34,higher than 6 months ago by $20712.66 (3.76%)
1058,851,2023-06-18,701493.41,lower than last year by $43349.77 (5.82%)
1059,359,2023-06-18,266357.79,lower than 3 months ago by $37961.96 (12.47%)
1060,518,2023-06-18,144627.5,same than last year
1061,707,2023-06-18,263304.37,same than 2 months ago
1062,318,2023-06-18,231869.42,same than 3 months ago
1063,904,2023-06-19,288105.15,same than 6 months ago
1064,28,2023-06-19,397321.52,lower than 2 months ago by $27828.62 (6.55%)
1065,826,2023-06-19,153304.63,lower than a year ago by $19163.3 (11.11%)
1066,620,2023-06-19,944075.92,higher than last quarter by $15132.87 (1.63%)
1067,192,2023-06-19,606658.99,higher than 6 months ago by $24092.88 (4.14%)
1068,301,2023-06-19,544309.72,same than last quarter
1069,989,2023-06-19,410774.24,lower than a year ago by $41195.82 (9.11%)
1070,684,2023-06-19,131206.32,lower than 3 months ago by $22901.12 (14.86%)
1071,638,2023-06-19,624226.97,lower than last year by $27935.38 (4.28%)
1072,100,2023-06-19,883562.71,lower than 3 months ago by $22625.03 (2.5%)
1073,717,2023-06-20,889520.22,same than 2 months ago
1074,835,2023-06-20,867202.11,lower than 6 months ago by $40407.44 (4.45%)
1075,933,2023-06-20,630845.04,same than a year ago
1076,502,2023-06-20,961075.75,same than a year ago
1077,156,2023-06-20,436075.9,higher than 6 months ago by $37151.71 (9.31%)
1078,737,2023-06-20,596897.32,lower than last year by $42940.43 (6.71%)
1079,439,2023-06-20,405696.85,higher than 3 months ago by $49142.18 (13.78%)
1080,692,2023-06-20,438295.61,lower than 3 months ago by $43163.44 (8.97%)
1081,634,2023-06-20,588273.38,lower than last month by $8794.42 (1.47%)
1082,966,2023-06-21,852440.72,lower than last quarter by $29712.96 (3.37%)
1083,774,2023-06-21,680096.87,higher than last quarter by $15914.13 (2.4%)
1084,893,2023-06-21,156813.55,same than last quarter
1085,124,2023-06-21,756202.22,higher than 6 months ago by $37575.51 (5.23%)
1086,309,2023-06-21,947580.66,same than 2 months ago
1087,247,2023-06-21,593561.75,higher than 2 months ago by $22811.14 (4.0%)
1088,308,2023-06-21,195720.11,higher than a year ago by $10655.23 (5.76%)
1089,595,2023-06-21,627088.35,same than 2 months ago
1090,476,2023-06-21,273514.59,lower than 3 months ago by $34411.06 (11.18%)
1091,605,2023-06-21,734150.1,higher than 6 months ago by $21160.75 (2.97%)
1092,933,2023-06-22,570652.07,same than last month
1093,960,2023-06-22,351717.72,lower than 6 months ago by $48263.13 (12.07%)
1094,850,2023-06-22,363352.58,lower than 6 months ago by $48494.08 (11.77%)
1095,959,2023-06-22,854016.68,higher than a year ago by $34931.8 (4.26%)
1096,135,2023-06-22,612649.69,same than a year ago
1097,46,2023-06-22,867067.5,higher than 2 months ago by $23203.16 (2.75%)
1098,878,2023-06-22,160203.27,same than last year
1099,332,2023-06-22,485902.9,lower than last year by $24429.01 (4.79%)
1100,406,2023-06-22,399008.99,lower than last month by $37179.85 (8.52%)
1101,368,2023-06-22,662993.21,higher than last quarter by $19095.37 (2.97%)
1102,86,2023-06-23,138586.74,same than 3 months ago
1103,631,2023-06-23,967806.25,higher than last month by $27480.59 (2.92%)
1104,181,2023-06-23,972441.93,higher than 6 months ago by $49122.04 (5.32%)
1105,986,2023-06-23,563593.15,same than 2 months ago
1106,777,2023-06-23,752176.45,higher than 6 months ago by $8720.83 (1.17%)
1107,807,2023-06-23,350223.48,same than last month
1108,923,2023-06-23,778123.9,same than last year
1109,395,2023-06-23,363376.34,higher than 6 months ago by $27826.63 (8.29%)
1110,290,2023-06-23,345050.89,higher than last month by $33742.37 (10.84%)
1111,900,2023-06-24,590747.7,higher than last month by $14432.84 (2.5%)
1112,619,2023-06-24,995280.05,higher than 2 months ago by $17801.31 (1.82%)
1113,385,2023-06-24,410182.32,lower than a year ago by $32789.19 (7.4%)
1114,584,2023-06-24,577523.06,same than last quarter
1115,156,2023-06-24,439708.87,lower than last month by $26123.19 (5.61%)
1116,2,2023-06-24,360052.21,higher than last month by $8953.8 (2.55%)
1117,357,2023-06-24,671123.01,lower than last month by $28060.33 (4.01%)
1118,959,2023-06-24,539984.04,higher than a year ago by $30264.4 (5.94%)
1119,504,2023-06-24,135813.61,same than last month
1120,300,2023-06-24,660909.88,lower than 2 months ago by $44016.44 (6.24%)
1121,127,2023-06-25,941555.37,higher than last quarter by $11074.74 (1.19%)
1122,669,2023-06-25,390990.76,lower than 6 months ago by $16778.24 (4.11%)
1123,398,2023-06-25,908484.52,same than 2 months ago
1124,821,2023-06-25,133348.75,same than last year
1125,327,2023-06-25,128272.12,higher than a year ago by $17313.85 (15.6%)
1126,844,2023-06-25,128954.78,same than last month
1127,432,2023-06-25,465144.16,higher than 3 months ago by $12998.39 (2.87%)
1128,648,2023-06-25,233211.0,higher than last year by $44987.71 (23.9%)
1129,820,2023-06-25,283109.71,same than 3 months ago
1130,247,2023-06-25,841945.0,same than last quarter
1131,652,2023-06-26,227947.03,lower than 2 months ago by $19052.45 (7.71%)
1132,845,2023-06-26,957271.4,higher than last month by $24353.94 (2.61%)
1133,691,2023-06-26,704167.19,higher than a year ago by $46172.73 (7.02%)
1134,15,2023-06-26,912010.23,same than 6 months ago
1135,41,2023-06-26,584957.99,higher than last month by $6347.15 (1.1%)
1136,129,2023-06-26,897163.95,same than last quarter
1137,448,2023-06-26,114303.95,same than last year
1138,356,2023-06-26,498904.7,same than last year
1139,570,2023-06-26,320675.86,lower than 2 months ago by $17591.33 (5.2%)
1140,671,2023-06-27,202666.86,higher than 3 months ago by $14736.25 (7.84%)
1141,671,2023-06-27,301472.51,lower than last quarter by $11830.87 (3.78%)
1142,121,2023-06-27,496202.73,same than 6 months ago
1143,761,2023-06-27,690511.15,lower than last month by $20783.38 (2.92%)
1144,645,2023-06-27,211438.81,same than 2 months ago
1145,456,2023-06-27,851118.71,same than last month
1146,384,2023-06-27,627136.55,higher than last quarter by $49400.18 (8.55%)
1147,416,2023-06-27,216742.57,lower than a year ago by $36731.28 (14.49%)
1148,114,2023-06-27,157934.13,lower than last quarter by $13021.21 (7.62%)
1149,593,2023-06-27,163298.17,higher than a year ago by $5838.66 (3.71%)
1150,521,2023-06-28,447625.07,lower than 3 months ago by $28692.79 (6.02%)
1151,504,2023-06-28,550911.11,same than last year
1152,769,2023-06-28,727563.36,higher than 3 months ago by $45645.7 (6.69%)
1153,102,2023-06-28,812831.66,same than 6 months ago
1154,107,2023-06-28,604273.4,higher than last month by $36549.81 (6.44%)
1155,842,2023-06-28,607002.33,same than 2 months ago
1156,284,2023-06-28,344305.48,same than last month
1157,365,2023-06-28,623193.77,same than 6 months ago
1158,982,2023-06-28,494236.3,lower than last month by $28077.05 (5.38%)
1159,56,2023-06-28,194320.48,higher than 6 months ago by $43542.67 (28.88%)
1160,736,2023-06-29,275835.79,lower than a year ago by $7081.17 (2.5%)
1161,255,2023-06-29,136180.72,lower than 2 months ago by $9574.91 (6.57%)
1162,325,2023-06-29,960938.47,higher than last month by $39731.4 (4.31%)
1163,657,2023-06-29,967081.53,higher than last quarter by $14220.05 (1.49%)
1164,848,2023-06-29,523550.45,same than 2 months ago
1165,738,2023-06-29,328614.79,same than a year ago
1166,957,2023-06-29,663054.21,higher than 6 months ago by $18396.33 (2.85%)
1167,77,2023-06-29,283482.73,higher than 2 months ago by $39442.0 (16.16%)
1168,569,2023-06-29,686591.41,higher than 6 months ago by $9022.5 (1.33%)
1169,701,2023-06-30,915097.68,higher than a year ago by $48833.32 (5.64%)
1170,736,2023-06-30,640383.03,higher than last month by $25203.23 (4.1%)
1171,284,2023-06-30,353307.43,lower than last quarter by $28113.52 (7.37%)
1172,357,2023-06-30,744548.17,same than last quarter
1173,279,2023-06-30,254579.54,higher than last month by $38431.66 (17.78%)
1174,503,2023-06-30,406918.92,same than last month
1175,801,2023-06-30,853137.24,same than a year ago
1176,194,2023-06-30,922341.02,higher than a year ago by $42888.78 (4.88%)
1177,686,2023-06-30,108481.58,higher than a year ago by $23657.73 (27.89%)
1178,556,2023-06-30,395097.12,lower than last month by $36488.0 (8.45%)
1179,622,2023-07-01,198579.1,higher than a year ago by $32756.06 (19.75%)
1180,879,2023-07-01,404587.93,lower than 6 months ago by $24568.46 (5.72%)
1181,123,2023-07-01,951449.08,same than last year
1182,510,2023-07-01,997344.06,lower than last quarter by $46485.22 (4.45%)
1183,295,2023-07-01,481137.43,higher than 3 months ago by $33494.79 (7.48%)
1184,155,2023-07-01,264472.06,lower than 6 months ago by $45192.14 (14.59%)
1185,255,2023-07-01,727898.38,higher than last year by $31028.09 (4.45%)
1186,583,2023-07-01,559774.4,same than last quarter
1187,683,2023-07-01,208167.71,lower than 2 months ago by $7128.19 (3.31%)
1188,813,2023-07-01,776252.47,lower than 6 months ago by $48797.78 (5.91%)
1189,76,2023-07-02,543734.28,higher than last year by $5452.42 (1.01%)
1190,386,2023-07-02,704802.34,higher than last year by $41012.2 (6.18%)
1191,513,2023-07-02,335614.19,lower than last quarter by $15643.15 (4.45%)
1192,157,2023-07-02,132824.17,same than last month
1193,819,2023-07-02,337175.58,higher than 6 months ago by $7863.62 (2.39%)
1194,214,2023-07-02,431283.05,same than 3 months ago
1195,962,2023-07-02,463573.95,lower than last quarter by $14516.94 (3.04%)
1196,290,2023-07-02,790463.59,lower than 6 months ago by $29791.82 (3.63%)
1197,547,2023-07-02,396662.89,lower than last quarter by $7652.51 (1.89%)
1198,823,2023-07-03,580756.08,higher than last quarter by $41888.37 (7.77%)
1199,96,2023-07-03,254119.1,higher than 3 months ago by $39478.22 (18.39%)
1200,236,2023-07-03,351669.01,same than 3 months ago
1201,906,2023-07-03,505503.57,same than last year
1202,545,2023-07-03,591746.34,lower than 3 months ago by $12682.47 (2.1%)
1203,552,2023-07-03,712123.01,higher than last quarter by $9518.05 (1.35%)
1204,508,2023-07-03,776687.35,same than last year
1205,171,2023-07-03,144702.68,same than last month
1206,274,2023-07-03,643497.52,same than last month
1207,118,2023-07-03,709318.5,same than last year
1208,299,2023-07-04,316952.43,higher than 2 months ago by $39091.73 (14.07%)
1209,791,2023-07-04,967769.1,same than 2 months ago
1210,421,2023-07-04,976015.18,higher than last month by $46387.76 (4.99%)
1211,531,2023-07-04,247392.12,lower than last month by $40514.29 (14.07%)
1212,522,2023-07-04,810430.92,same than last year
1213,199,2023-07-04,209875.81,same than 6 months ago
1214,338,2023-07-04,876650.56,lower than a year ago by $47245.44 (5.11%)
1215,775,2023-07-04,656062.85,higher than last month by $23785.83 (3.76%)
1216,582,2023-07-04,444191.15,lower than last quarter by $16619.44 (3.61%)
1217,647,2023-07-05,446362.8,same than last quarter
1218,35,2023-07-05,965930.16,lower than last quarter by $29062.88 (2.92%)
1219,518,2023-07-05,286391.07,higher than last month by $26681.46 (10.27%)
1220,479,2023-07-05,753583.26,lower than 2 months ago by $29205.8 (3.73%)
1221,173,2023-07-05,703008.29,lower than last quarter by $24291.28 (3.34%)
1222,887,2023-07-05,962390.91,same than last month
1223,875,2023-07-05,135237.26,higher than last year by $32575.74 (31.73%)
1224,272,2023-07-05,599999.88,lower than a year ago by $17724.59 (2.87%)
1225,994,2023-07-05,654863.17,lower than 2 months ago by $5440.86 (0.82%)
1226,335,2023-07-05,537541.56,higher than last month by $25576.04 (5.0%)
1227,89,2023-07-06,732073.15,higher than last month by $13055.15 (1.82%)
1228,854,2023-07-06,581582.72,same than last quarter
1229,400,2023-07-06,700922.26,same than last quarter
1230,313,2023-07-06,265202.17,higher than 2 months ago by $31484.58 (13.47%)
1231,914,2023-07-06,399186.25,same than 6 months ago
1232,765,2023-07-06,495366.74,higher than a year ago by $41339.56 (9.11%)
1233,288,2023-07-06,551105.87,lower than 3 months ago by $5559.18 (1.0%)
1234,731,2023-07-06,186988.4,lower than last quarter by $46822.0 (20.03%)
1235,451,2023-07-06,892313.72,higher than a year ago by $24169.06 (2.78%)
1236,992,2023-07-06,251985.19,same than 3 months ago
1237,396,2023-07-07,601449.71,higher than a year ago by $26662.8 (4.64%)
1238,171,2023-07-07,619552.11,same than 2 months ago
1239,541,2023-07-07,974733.27,higher than last quarter by $13660.35 (1.42%)
1240,615,2023-07-07,727513.61,higher than 3 months ago by $30171.24 (4.33%)
1241,550,2023-07-07,987248.87,lower than 3 months ago by $45436.65 (4.4%)
1242,819,2023-07-07,889563.94,higher than 6 months ago by $45298.23 (5.37%)
1243,72,2023-07-07,743250.99,higher than last quarter by $48758.25 (7.02%)
1244,224,2023-07-07,652654.8,lower than 2 months ago by $40115.83 (5.79%)
1245,980,2023-07-07,634353.48,same than 2 months ago
1246,381,2023-07-08,553092.21,lower than last year by $8013.43 (1.43%)
1247,373,2023-07-08,286211.12,lower than 6 months ago by $36940.57 (11.43%)
1248,516,2023-07-08,686740.59,same than 3 months ago
1249,640,2023-07-08,657345.54,lower than last quarter by $41959.99 (6.0%)
1250,91,2023-07-08,856219.69,lower than last year by $20012.43 (2.28%)
1251,949,2023-07-08,271647.99,same than last quarter
1252,377,2023-07-08,641171.16,same than 3 months ago
1253,237,2023-07-08,553023.99,higher than 2 months ago by $25501.02 (4.83%)
1254,418,2023-07-08,366501.32,higher than last year by $23156.23 (6.74%)
1255,229,2023-07-08,372278.46,lower than 2 months ago by $29400.34 (7.32%)
1256,976,2023-07-09,829389.64,same than last year
1257,474,2023-07-09,333307.76,lower than 3 months ago by $32070.21 (8.78%)
1258,439,2023-07-09,721091.29,lower than 2 months ago by $21087.78 (2.84%)
1259,142,2023-07-09,609818.11,higher than last year by $35461.87 (6.17%)
1260,790,2023-07-09,511620.97,higher than last month by $30020.73 (6.23%)
1261,604,2023-07-09,939261.77,higher than 6 months ago by $43884.48 (4.9%)
1262,686,2023-07-09,584321.46,lower than 3 months ago by $5100.1 (0.87%)
1263,793,2023-07-09,735622.48,higher than 6 months ago by $27485.47 (3.88%)
1264,391,2023-07-09,381578.0,same than 2 months ago
1265,9,2023-07-09,873522.88,lower than last year by $17854.86 (2.0%)
1266,564,2023-07-10,153225.03,higher than 6 months ago by $8237.08 (5.68%)
1267,424,2023-07-10,809617.13,lower than last quarter by $22375.28 (2.69%)
1268,450,2023-07-10,443896.5,lower than last quarter by $11456.85 (2.52%)
1269,477,2023-07-10,426099.38,same than last month
1270,339,2023-07-10,446340.46,same than last quarter
1271,962,2023-07-10,877899.59,same than 2 months ago
1272,918,2023-07-10,488739.52,lower than last month by $47276.98 (8.82%)
1273,858,2023-07-10,556248.71,same than a year ago
1274,782,2023-07-10,837228.2,higher than 3 months ago by $15260.75 (1.86%)
1275,390,2023-07-11,368731.77,higher than last year by $15197.09 (4.3%)
1276,581,2023-07-11,398415.4,higher than 2 months ago by $40776.89 (11.4%)
1277,341,2023-07-11,753079.94,same than 3 months ago
1278,914,2023-07-11,496257.77,lower than last year by $40267.97 (7.51%)
1279,793,2023-07-11,142442.7,lower than last month by $19401.43 (11.99%)
1280,518,2023-07-11,666600.64,lower than 2 months ago by $30165.44 (4.33%)
1281,452,2023-07-11,204433.72,higher than last year by $43335.54 (26.9%)
1282,406,2023-07-11,968571.69,same than 3 months ago
1283,185,2023-07-11,395522.01,higher than 3 months ago by $17539.58 (4.64%)
1284,595,2023-07-11,804885.76,lower than 2 months ago by $44293.0 (5.22%)
1285,626,2023-07-12,546408.28,same than 6 months ago
1286,453,2023-07-12,315225.82,same than 6 months ago
1287,40,2023-07-12,301658.61,higher than a year ago by $9660.68 (3.31%)
1288,159,2023-07-12,122181.24,higher than last month by $19774.48 (19.31%)
1289,180,2023-07-12,700111.36,higher than 3 months ago by $37539.91 (5.67%)
1290,638,2023-07-12,101518.83,lower than 2 months ago by $25871.14 (20.31%)
1291,443,2023-07-12,295418.68,same than 2 months ago
1292,571,2023-07-12,807928.15,lower than a year ago by $7379.61 (0.91%)
1293,91,2023-07-12,784574.43,higher than 2 months ago by $14753.49 (1.92%)
1294,300,2023-07-12,763348.99,same than 2 months ago
1295,836,2023-07-13,836579.68,same than last quarter
1296,745,2023-07-13,599718.47,same than 2 months ago
1297,404,2023-07-13,283933.54,lower than last month by $7303.62 (2.51%)
1298,577,2023-07-13,530717.92,higher than a year ago by $25650.5 (5.08%)
1299,452,2023-07-13,836037.88,higher than 6 months ago by $19328.96 (2.37%)
1300,367,2023-07-13,298926.85,lower than 6 months ago by $48217.11 (13.89%)
1301,90,2023-07-13,442665.69,same than last year
1302,867,2023-07-13,396728.69,lower than 3 months ago by $49599.32 (11.11%)
1303,517,2023-07-13,838383.6,lower than a year ago by $16188.72 (1.89%)
1304,939,2023-07-14,713121.81,higher than 3 months ago by $42030.54 (6.26%)
1305,210,2023-07-14,965497.52,same than last year
1306,379,2023-07-14,266266.44,same than 2 months ago
1307,286,2023-07-14,630077.89,lower than 2 months ago by $22944.31 (3.51%)
1308,4,2023-07-14,528871.98,same than a year ago
1309,652,2023-07-14,403337.63,lower than last quarter by $32901.84 (7.54%)
1310,408,2023-07-14,557489.32,higher than a year ago by $30209.48 (5.73%)
1311,697,2023-07-14,365794.49,higher than 6 months ago by $17642.98 (5.07%)
1312,963,2023-07-14,931343.78,same than 2 months ago
1313,809,2023-07-14,470444.85,lower than last quarter by $31614.71 (6.3%)
1314,334,2023-07-15,575526.01,same than a year ago
1315,292,2023-07-15,630431.26,lower than 3 months ago by $49761.85 (7.32%)
1316,470,2023-07-15,145360.93,same than 3 months ago
1317,251,2023-07-15,617554.9,lower than last month by $27067.36 (4.2%)
1318,395,2023-07-15,925112.93,higher than 3 months ago by $13784.58 (1.51%)
1319,121,2023-07-15,111109.63,lower than 6 months ago by $20993.31 (15.89%)
1320,498,2023-07-15,668446.17,lower than last month by $22113.8 (3.2%)
1321,781,2023-07-15,142782.4,lower than 6 months ago by $19738.15 (12.15%)
1322,190,2023-07-15,217379.74,higher than last quarter by $47853.57 (28.23%)
1323,146,2023-07-15,599947.64,higher than 3 months ago by $33617.65 (5.94%)
1324,40,2023-07-16,715958.07,lower than a year ago by $26073.84 (3.51%)
1325,285,2023-07-16,647359.96,higher than a year ago by $40167.62 (6.62%)
1326,555,2023-07-16,316555.85,same than last year
1327,76,2023-07-16,234108.93,lower than last quarter by $16785.21 (6.69%)
1328,179,2023-07-16,146057.89,lower than 6 months ago by $32922.65 (18.39%)
1329,876,2023-07-16,606136.14,lower than last year by $46209.11 (7.08%)
1330,560,2023-07-16,363097.74,lower than last year by $19139.2 (5.01%)
1331,119,2023-07-16,316466.71,higher than 3 months ago by $44805.36 (16.49%)
1332,891,2023-07-16,482271.69,lower than a year ago by $19531.53 (3.89%)
1333,467,2023-07-17,864121.05,lower than a year ago by $13681.05 (1.56%)
1334,227,2023-07-17,869450.45,lower than a year ago by $26118.86 (2.92%)
1335,345,2023-07-17,337211.41,higher than 2 months ago by $29524.71 (9.6%)
1336,749,2023-07-17,847060.85,higher than last year by $38791.62 (4.8%)
1337,852,2023-07-17,941213.61,higher than 2 months ago by $43856.74 (4.89%)
1338,386,2023-07-17,403675.99,lower than last month by $43905.4 (9.81%)
1339,217,2023-07-17,562447.0,lower than 3 months ago by $37446.1 (6.24%)
1340,531,2023-07-17,703056.65,higher than last year by $46410.45 (7.07%)
1341,398,2023-07-17,119668.69,lower than 3 months ago by $39760.83 (24.94%)
1342,696,2023-07-17,161006.73,lower than 6 months ago by $35358.85 (18.01%)
1343,751,2023-07-18,833496.31,same than last year
1344,461,2023-07-18,754501.02,lower than last quarter by $27683.12 (3.54%)
1345,126,2023-07-18,591365.01,lower than last quarter by $23977.24 (3.9%)
1346,759,2023-07-18,357436.51,same than last month
1347,394,2023-07-18,462509.21,lower than a year ago by $8810.26 (1.87%)
1348,316,2023-07-18,555222.39,higher than last quarter by $44934.81 (8.81%)
1349,366,2023-07-18,957677.55,higher than a year ago by $17127.37 (1.82%)
1350,673,2023-07-18,169340.49,same than 2 months ago
1351,189,2023-07-18,878156.67,lower than 6 months ago by $18598.44 (2.07%)
1352,13,2023-07-18,962900.53,same than 3 months ago
1353,144,2023-07-19,395022.17,same than 6 months ago
1354,253,2023-07-19,211588.56,same than 3 months ago
1355,7,2023-07-19,284370.93,higher than 6 months ago by $29382.01 (11.52%)
1356,83,2023-07-19,534511.41,lower than a year ago by $22762.34 (4.08%)
1357,296,2023-07-19,593841.85,higher than last year by $16733.49 (2.9%)
1358,243,2023-07-19,993237.91,higher than last year by $16701.75 (1.71%)
1359,4,2023-07-19,705966.52,same than last month
1360,738,2023-07-19,682742.1,lower than last quarter by $7311.3 (1.06%)
1361,787,2023-07-19,200178.8,lower than last quarter by $38653.28 (16.18%)
1362,630,2023-07-20,951562.05,higher than last month by $35602.58 (3.89%)
1363,232,2023-07-20,112084.41,higher than last month by $45274.32 (67.77%)
1364,98,2023-07-20,554138.2,higher than 6 months ago by $17868.56 (3.33%)
1365,233,2023-07-20,831615.11,lower than last quarter by $13999.99 (1.66%)
1366,178,2023-07-20,524227.77,same than 3 months ago
1367,248,2023-07-20,168071.61,lower than 3 months ago by $21705.71 (11.44%)
1368,707,2023-07-20,418973.64,lower than a year ago by $34174.7 (7.54%)
1369,256,2023-07-20,505149.36,higher than a year ago by $29805.02 (6.27%)
1370,997,2023-07-20,556493.91,same than 6 months ago
1371,313,2023-07-20,815114.51,lower than 3 months ago by $17280.11 (2.08%)
1372,898,2023-07-21,875785.17,lower than 2 months ago by $32657.33 (3.59%)
1373,552,2023-07-21,170619.51,lower than 3 months ago by $27966.15 (14.08%)
1374,122,2023-07-21,781443.11,lower than last quarter by $39483.78 (4.81%)
1375,230,2023-07-21,196983.35,lower than last quarter by $32273.38 (14.08%)
1376,239,2023-07-21,322388.24,higher than last month by $24953.24 (8.39%)
1377,18,2023-07-21,546173.5,lower than 2 months ago by $10369.27 (1.86%)
1378,215,2023-07-21,426099.51,higher than a year ago by $33261.42 (8.47%)
